DEPT,GR2mEspaciam
340.0044,86.815826416
340.1568,86.815826416
340.3092,86.815826416
340.4616,86.815826416
340.614,86.815826416
340.7664,86.815826416
340.9188,86.815826416
341.0712,86.815826416
341.2236,86.815826416
341.376,86.815826416
341.5284,86.815826416
341.6808,86.815826416
341.8332,86.815826416
341.9856,86.815826416
342.138,88.036529541
342.2904,88.036529541
342.4428,88.036529541
342.5952,88.036529541
342.7476,88.036529541
342.9,88.036529541
343.0524,88.036529541
343.2048,88.036529541
343.3572,88.036529541
343.5096,88.036529541
343.662,88.036529541
343.8144,88.036529541
343.9668,88.036529541
344.1192,88.036529541
344.2716,88.036529541
344.424,88.036529541
344.5764,88.036529541
344.7288,88.036529541
344.8812,88.036529541
345.0336,88.036529541
345.186,88.036529541
345.3384,88.036529541
345.4908,88.036529541
345.6432,88.036529541
345.7956,88.036529541
345.948,88.036529541
346.1004,88.036529541
346.2528,89.416625977
346.4052,89.416625977
346.5576,89.416625977
346.71,89.416625977
346.8624,89.416625977
347.0148,89.416625977
347.1672,89.416625977
347.3196,89.416625977
347.472,89.416625977
347.6244,89.416625977
347.7768,89.416625977
347.9292,89.416625977
348.0816,89.416625977
348.234,89.416625977
348.3864,86.810501099
348.5388,86.810501099
348.6912,86.810501099
348.8436,86.810501099
348.996,86.810501099
349.1484,86.810501099
349.3008,86.810501099
349.4532,86.810501099
349.6056,86.810501099
349.758,86.810501099
349.9104,86.810501099
350.0628,86.810501099
350.2152,86.810501099
350.3676,86.810501099
350.52,87.055915833
350.6724,87.055915833
350.8248,87.055915833
350.9772,87.055915833
351.1296,87.055915833
351.282,87.055915833
351.4344,87.055915833
351.5868,87.055915833
351.7392,87.055915833
351.8916,87.055915833
352.044,87.055915833
352.1964,87.055915833
352.3488,87.055915833
352.5012,87.055915833
352.6536,87.055915833
352.806,87.055915833
352.9584,87.055915833
353.1108,87.055915833
353.2632,87.055915833
353.4156,87.055915833
353.568,87.055915833
353.7204,84.897132874
353.8728,84.897132874
354.0252,84.897132874
354.1776,84.897132874
354.33,84.897132874
354.4824,84.897132874
354.6348,84.897132874
354.7872,84.897132874
354.9396,84.897132874
355.092,84.897132874
355.2444,84.897132874
355.3968,84.897132874
355.5492,84.897132874
355.7016,84.897132874
355.854,80.919311523
356.0064,80.919311523
356.1588,80.919311523
356.3112,80.919311523
356.4636,80.919311523
356.616,80.919311523
356.7684,80.919311523
356.9208,80.919311523
357.0732,80.919311523
357.2256,80.919311523
357.378,80.919311523
357.5304,80.919311523
357.6828,80.919311523
357.8352,80.919311523
357.9876,80.919311523
358.14,80.919311523
358.2924,80.919311523
358.4448,80.919311523
358.5972,80.919311523
358.7496,80.919311523
358.902,80.919311523
359.0544,80.919311523
359.2068,80.919311523
359.3592,80.919311523
359.5116,80.919311523
359.664,80.919311523
359.8164,82.090797424
359.9688,82.090797424
360.1212,82.090797424
360.2736,82.090797424
360.426,82.090797424
360.5784,82.090797424
360.7308,82.090797424
360.8832,82.090797424
361.0356,82.090797424
361.188,82.090797424
361.3404,82.090797424
361.4928,82.090797424
361.6452,82.090797424
361.7976,82.090797424
361.95,82.090797424
362.1024,82.090797424
362.2548,82.090797424
362.4072,82.606132507
362.5596,82.606132507
362.712,82.606132507
362.8644,82.606132507
363.0168,82.606132507
363.1692,82.606132507
363.3216,82.606132507
363.474,82.606132507
363.6264,82.606132507
363.7788,82.606132507
363.9312,82.606132507
364.0836,82.606132507
364.236,82.606132507
364.3884,82.606132507
364.5408,82.606132507
364.6932,82.606132507
364.8456,87.052429199
364.998,87.052429199
365.1504,87.052429199
365.3028,87.052429199
365.4552,87.052429199
365.6076,87.052429199
365.76,87.052429199
365.9124,87.052429199
366.0648,87.052429199
366.2172,87.052429199
366.3696,87.052429199
366.522,87.052429199
366.6744,87.052429199
366.8268,87.052429199
366.9792,89.027374268
367.1316,89.027374268
367.284,89.027374268
367.4364,89.027374268
367.5888,89.027374268
367.7412,89.027374268
367.8936,89.027374268
368.046,89.027374268
368.1984,89.027374268
368.3508,89.027374268
368.5032,89.027374268
368.6556,89.027374268
368.808,89.027374268
368.9604,89.027374268
369.1128,89.027374268
369.2652,89.027374268
369.4176,89.027374268
369.57,89.027374268
369.7224,89.027374268
369.8748,89.027374268
370.0272,89.027374268
370.1796,89.027374268
370.332,89.027374268
370.4844,89.027374268
370.6368,89.027374268
370.7892,89.027374268
370.9416,88.822814941
371.094,88.822814941
371.2464,88.822814941
371.3988,88.822814941
371.5512,88.822814941
371.7036,88.822814941
371.856,88.822814941
372.0084,88.822814941
372.1608,88.822814941
372.3132,88.822814941
372.4656,88.822814941
372.618,88.822814941
372.7704,88.822814941
372.9228,88.822814941
373.0752,89.551055908
373.2276,89.551055908
373.38,89.551055908
373.5324,89.551055908
373.6848,89.551055908
373.8372,89.551055908
373.9896,89.551055908
374.142,89.551055908
374.2944,89.551055908
374.4468,89.551055908
374.5992,89.551055908
374.7516,89.551055908
374.904,89.551055908
375.0564,89.551055908
375.2088,89.551055908
375.3612,89.551055908
375.5136,89.551055908
375.666,89.551055908
375.8184,86.072601318
375.9708,86.072601318
376.1232,86.072601318
376.2756,86.072601318
376.428,86.072601318
376.5804,86.072601318
376.7328,86.072601318
376.8852,86.072601318
377.0376,86.072601318
377.19,86.072601318
377.3424,86.072601318
377.4948,86.072601318
377.6472,86.072601318
377.7996,86.072601318
377.952,86.072601318
378.1044,86.072601318
378.2568,87.310905457
378.4092,87.310905457
378.5616,87.310905457
378.714,87.310905457
378.8664,87.310905457
379.0188,87.310905457
379.1712,87.310905457
379.3236,87.310905457
379.476,87.310905457
379.6284,87.310905457
379.7808,87.310905457
379.9332,87.310905457
380.0856,87.310905457
380.238,87.310905457
380.3904,87.310905457
380.5428,86.662750244
380.6952,86.662750244
380.8476,86.662750244
381,86.662750244
381.1524,86.662750244
381.3048,86.662750244
381.4572,86.662750244
381.6096,86.662750244
381.762,86.662750244
381.9144,86.662750244
382.0668,86.662750244
382.2192,86.662750244
382.3716,86.662750244
382.524,86.662750244
382.6764,87.44669342
382.8288,87.44669342
382.9812,87.44669342
383.1336,87.44669342
383.286,87.44669342
383.4384,87.44669342
383.5908,87.44669342
383.7432,87.44669342
383.8956,87.44669342
384.048,87.44669342
384.2004,87.44669342
384.3528,87.44669342
384.5052,87.44669342
384.6576,87.44669342
384.81,84.647994995
384.9624,84.647994995
385.1148,84.647994995
385.2672,84.647994995
385.4196,84.647994995
385.572,84.647994995
385.7244,84.647994995
385.8768,84.647994995
386.0292,84.647994995
386.1816,84.647994995
386.334,84.647994995
386.4864,84.647994995
386.6388,84.647994995
386.7912,84.647994995
386.9436,84.647994995
387.096,84.647994995
387.2484,84.647994995
387.4008,84.647994995
387.5532,84.647994995
387.7056,84.647994995
387.858,84.647994995
388.0104,84.647994995
388.1628,84.105224609
388.3152,84.105224609
388.4676,84.105224609
388.62,84.105224609
388.7724,84.105224609
388.9248,84.105224609
389.0772,84.105224609
389.2296,84.105224609
389.382,84.105224609
389.5344,84.105224609
389.6868,84.105224609
389.8392,84.105224609
389.9916,84.105224609
390.144,84.105224609
390.2964,84.105224609
390.4488,84.105224609
390.6012,84.105224609
390.7536,86.57926178
390.906,86.57926178
391.0584,86.57926178
391.2108,86.57926178
391.3632,86.57926178
391.5156,86.57926178
391.668,86.57926178
391.8204,86.57926178
391.9728,86.57926178
392.1252,86.57926178
392.2776,86.57926178
392.43,86.57926178
392.5824,86.57926178
392.7348,86.57926178
392.8872,86.57926178
393.0396,86.57926178
393.192,86.57926178
393.3444,86.57926178
393.4968,87.110412598
393.6492,87.110412598
393.8016,87.110412598
393.954,87.110412598
394.1064,87.110412598
394.2588,87.110412598
394.4112,87.110412598
394.5636,87.110412598
394.716,87.110412598
394.8684,87.110412598
395.0208,87.110412598
395.1732,87.110412598
395.3256,87.110412598
395.478,87.110412598
395.6304,84.525634766
395.7828,84.525634766
395.9352,84.525634766
396.0876,84.525634766
396.24,84.525634766
396.3924,84.525634766
396.5448,84.525634766
396.6972,84.525634766
396.8496,84.525634766
397.002,84.525634766
397.1544,84.525634766
397.3068,84.525634766
397.4592,84.525634766
397.6116,84.525634766
397.764,85.482917786
397.9164,85.482917786
398.0688,85.482917786
398.2212,85.482917786
398.3736,85.482917786
398.526,85.482917786
398.6784,85.482917786
398.8308,85.482917786
398.9832,85.482917786
399.1356,85.482917786
399.288,85.482917786
399.4404,85.482917786
399.5928,85.482917786
399.7452,85.482917786
399.8976,85.482917786
400.05,85.482917786
400.2024,85.482917786
400.3548,85.482917786
400.5072,83.764533997
400.6596,83.764533997
400.812,83.764533997
400.9644,83.764533997
401.1168,83.764533997
401.2692,83.764533997
401.4216,83.764533997
401.574,83.764533997
401.7264,83.764533997
401.8788,83.764533997
402.0312,83.764533997
402.1836,83.764533997
402.336,83.764533997
402.4884,83.764533997
402.6408,83.764533997
402.7932,83.764533997
402.9456,83.764533997
403.098,83.764533997
403.2504,83.764533997
403.4028,83.764533997
403.5552,83.764533997
403.7076,83.764533997
403.86,83.764533997
404.0124,83.764533997
404.1648,83.764533997
404.3172,83.764533997
404.4696,83.764533997
404.622,83.764533997
404.7744,83.764533997
404.9268,83.764533997
405.0792,83.764533997
405.2316,83.764533997
405.384,83.764533997
405.5364,83.764533997
405.6888,81.439964294
405.8412,81.439964294
405.9936,81.439964294
406.146,81.439964294
406.2984,81.439964294
406.4508,81.439964294
406.6032,81.439964294
406.7556,81.439964294
406.908,81.439964294
407.0604,81.439964294
407.2128,81.439964294
407.3652,81.439964294
407.5176,81.439964294
407.67,81.439964294
407.8224,81.439964294
407.9748,81.439964294
408.1272,81.439964294
408.2796,81.439964294
408.432,81.439964294
408.5844,81.439964294
408.7368,81.164794922
408.8892,81.164794922
409.0416,81.164794922
409.194,81.164794922
409.3464,81.164794922
409.4988,81.164794922
409.6512,81.164794922
409.8036,81.164794922
409.956,81.164794922
410.1084,81.164794922
410.2608,81.164794922
410.4132,81.164794922
410.5656,81.164794922
410.718,81.164794922
410.8704,81.164794922
411.0228,81.164794922
411.1752,81.164794922
411.3276,81.164794922
411.48,81.164794922
411.6324,81.164794922
411.7848,81.164794922
411.9372,81.164794922
412.0896,81.164794922
412.242,81.164794922
412.3944,81.164794922
412.5468,81.164794922
412.6992,82.672225952
412.8516,82.672225952
413.004,82.672225952
413.1564,82.672225952
413.3088,82.672225952
413.4612,82.672225952
413.6136,82.672225952
413.766,82.672225952
413.9184,82.672225952
414.0708,82.672225952
414.2232,82.672225952
414.3756,82.672225952
414.528,82.672225952
414.6804,82.672225952
414.8328,82.672225952
414.9852,82.672225952
415.1376,82.672225952
415.29,82.672225952
415.4424,82.672225952
415.5948,82.672225952
415.7472,82.672225952
415.8996,82.672225952
416.052,82.672225952
416.2044,82.672225952
416.3568,84.231254578
416.5092,84.231254578
416.6616,84.231254578
416.814,84.231254578
416.9664,84.231254578
417.1188,84.231254578
417.2712,84.231254578
417.4236,84.231254578
417.576,84.231254578
417.7284,84.231254578
417.8808,84.231254578
418.0332,84.231254578
418.1856,84.231254578
418.338,84.231254578
418.4904,83.429290771
418.6428,83.429290771
418.7952,83.429290771
418.9476,83.429290771
419.1,83.429290771
419.2524,83.429290771
419.4048,83.429290771
419.5572,83.429290771
419.7096,83.429290771
419.862,83.429290771
420.0144,83.429290771
420.1668,83.429290771
420.3192,83.429290771
420.4716,83.429290771
420.624,83.429290771
420.7764,84.451225281
420.9288,84.451225281
421.0812,84.451225281
421.2336,84.451225281
421.386,84.451225281
421.5384,84.451225281
421.6908,84.451225281
421.8432,84.451225281
421.9956,84.451225281
422.148,84.451225281
422.3004,84.451225281
422.4528,84.451225281
422.6052,84.451225281
422.7576,84.451225281
422.91,83.930084229
423.0624,83.930084229
423.2148,83.930084229
423.3672,83.930084229
423.5196,83.930084229
423.672,83.930084229
423.8244,83.930084229
423.9768,83.930084229
424.1292,83.930084229
424.2816,83.930084229
424.434,83.930084229
424.5864,83.930084229
424.7388,83.930084229
424.8912,83.930084229
425.0436,83.930084229
425.196,83.930084229
425.3484,83.930084229
425.5008,83.930084229
425.6532,83.930084229
425.8056,83.930084229
425.958,83.930084229
426.1104,83.930084229
426.2628,83.930084229
426.4152,83.930084229
426.5676,83.930084229
426.72,83.930084229
426.8724,83.930084229
427.0248,83.762023926
427.1772,83.762023926
427.3296,83.762023926
427.482,83.762023926
427.6344,83.762023926
427.7868,83.762023926
427.9392,83.762023926
428.0916,83.762023926
428.244,83.762023926
428.3964,83.762023926
428.5488,83.762023926
428.7012,83.762023926
428.8536,83.762023926
429.006,83.762023926
429.1584,85.392791748
429.3108,85.392791748
429.4632,85.392791748
429.6156,85.392791748
429.768,85.392791748
429.9204,85.392791748
430.0728,85.392791748
430.2252,85.392791748
430.3776,85.392791748
430.53,85.392791748
430.6824,85.392791748
430.8348,85.392791748
430.9872,85.392791748
431.1396,85.392791748
431.292,85.392791748
431.4444,85.392791748
431.5968,85.392791748
431.7492,85.392791748
431.9016,85.392791748
432.054,85.392791748
432.2064,85.392791748
432.3588,85.392791748
432.5112,85.392791748
432.6636,86.34828949
432.816,86.34828949
432.9684,86.34828949
433.1208,86.34828949
433.2732,86.34828949
433.4256,86.34828949
433.578,86.34828949
433.7304,86.34828949
433.8828,86.34828949
434.0352,86.34828949
434.1876,86.34828949
434.34,86.34828949
434.4924,86.34828949
434.6448,86.34828949
434.7972,86.34828949
434.9496,86.34828949
435.102,86.34828949
435.2544,86.34828949
435.4068,86.34828949
435.5592,86.34828949
435.7116,86.34828949
435.864,84.778694153
436.0164,84.778694153
436.1688,84.778694153
436.3212,84.778694153
436.4736,84.778694153
436.626,84.778694153
436.7784,84.778694153
436.9308,84.778694153
437.0832,84.778694153
437.2356,84.778694153
437.388,84.778694153
437.5404,84.778694153
437.6928,84.778694153
437.8452,84.778694153
437.9976,84.778694153
438.15,84.778694153
438.3024,84.778694153
438.4548,84.778694153
438.6072,84.778694153
438.7596,88.240959167
438.912,88.240959167
439.0644,88.240959167
439.2168,88.240959167
439.3692,88.240959167
439.5216,88.240959167
439.674,88.240959167
439.8264,88.240959167
439.9788,88.240959167
440.1312,88.240959167
440.2836,88.240959167
440.436,88.240959167
440.5884,88.240959167
440.7408,88.240959167
440.8932,88.240959167
441.0456,88.240959167
441.198,88.240959167
441.3504,88.240959167
441.5028,88.240959167
441.6552,88.240959167
441.8076,88.240959167
441.96,88.240959167
442.1124,88.240959167
442.2648,88.240959167
442.4172,88.240959167
442.5696,88.240959167
442.722,88.240959167
442.8744,88.240959167
443.0268,87.588874817
443.1792,87.588874817
443.3316,87.588874817
443.484,87.588874817
443.6364,87.588874817
443.7888,87.588874817
443.9412,87.588874817
444.0936,87.588874817
444.246,87.588874817
444.3984,87.588874817
444.5508,87.588874817
444.7032,87.588874817
444.8556,87.588874817
445.008,87.588874817
445.1604,84.328567505
445.3128,84.328567505
445.4652,84.328567505
445.6176,84.328567505
445.77,84.328567505
445.9224,84.328567505
446.0748,84.328567505
446.2272,84.328567505
446.3796,84.328567505
446.532,84.328567505
446.6844,84.328567505
