DEPT,GR2mEspaciam
1411.6812,82.516586304
1411.8336,82.558105469
1411.986,82.584648132
1412.1384,82.595497131
1412.2908,82.590621948
1412.4432,82.570747375
1412.5956,82.537414551
1412.748,82.492835999
1412.9004,82.439788818
1413.0528,82.381446838
1413.2052,82.321273804
1413.3576,82.262664795
1413.51,82.208854675
1413.6624,82.162643433
1413.8148,82.126167297
1413.9672,82.100898743
1414.1196,82.087417603
1414.272,82.085395813
1414.4244,82.093597412
1414.5768,82.109992981
1414.7292,82.131713867
1414.8816,82.155349731
1415.034,82.177047729
1415.1864,82.192710876
1415.3388,82.198272705
1415.4912,82.189918518
1415.6436,82.164268494
1415.796,82.118606567
1415.9484,82.051017761
1416.1008,81.960487366
1416.2532,81.847045898
1416.4056,81.711677551
1416.558,81.556442261
1416.7104,81.384086609
1416.8628,81.198204041
1417.0152,81.002761841
1417.1676,80.802101135
1417.32,80.600471497
1417.4724,80.401916504
1417.6248,80.210006714
1417.7772,80.027626038
1417.9296,79.856819153
1418.082,79.69871521
1418.2344,79.553482056
1418.3868,79.420303345
1418.5392,79.297607422
1418.6916,79.183059692
1418.844,79.073898315
1418.9964,78.966964722
1419.1488,78.859191895
1419.3012,78.747497559
1419.4536,78.629264832
1419.606,78.502342224
1419.7584,78.365226746
1419.9108,78.217041016
1420.0632,78.057754517
1420.2156,77.887901306
1420.368,77.708709717
1420.5204,77.521934509
1420.6728,77.329666138
1420.8252,77.13433075
1420.9776,76.938545227
1421.13,76.744903564
1421.2824,76.556030273
1421.4348,76.374359131
1421.5872,76.202125549
1421.7396,76.041282654
1421.892,75.893539429
1422.0444,75.760177612
1422.1968,75.642181396
1422.3492,75.540145874
1422.5016,75.454231262
1422.654,75.384155273
1422.8064,75.329154968
1422.9588,75.288124084
1423.1112,75.259475708
1423.2636,75.241287231
1423.416,75.231391907
1423.5684,75.227401733
1423.7208,75.226905823
1423.8732,75.227668762
1424.0256,75.227561951
1424.178,75.224975586
1424.3304,75.218803406
1424.4828,75.208580017
1424.6352,75.194541931
1424.7876,75.177536011
1424.94,75.159179688
1425.0924,75.141517639
1425.2448,75.127037048
1425.3972,75.118347168
1425.5496,75.118110657
1425.702,75.128608704
1425.8544,75.151794434
1426.0068,75.188812256
1426.1592,75.240127563
1426.3116,75.305290222
1426.464,75.383033752
1426.6164,75.471290588
1426.7688,75.567390442
1426.9212,75.668235779
1427.0736,75.770446777
1427.226,75.87084198
1427.3784,75.966384888
1427.5308,76.054779053
1427.6832,76.134399414
1427.8356,76.204544067
1427.988,76.265563965
1428.1404,76.318656921
1428.2928,76.36592865
1428.4452,76.410224915
1428.5976,76.454849243
1428.75,76.503395081
1428.9024,76.559303284
1429.0548,76.625686646
1429.2072,76.705047607
1429.3596,76.798980713
1429.512,76.908081055
1429.6644,77.031829834
1429.8168,77.168502808
1429.9692,77.31539917
1430.1216,77.468841553
1430.274,77.62449646
1430.4264,77.777534485
1430.5788,77.923057556
1430.7312,78.056289673
1430.8836,78.172973633
1431.036,78.269599915
1431.1884,78.343566895
1431.3408,78.393470764
1431.4932,78.419029236
1431.6456,78.421287537
1431.798,78.402259827
1431.9504,78.365089417
1432.1028,78.313659668
1432.2552,78.252532959
1432.4076,78.186500549
1432.56,78.120399475
1432.7124,78.058815002
1432.8648,78.005874634
1433.0172,77.964874268
1433.1696,77.938240051
1433.322,77.927352905
1433.4744,77.932365417
1433.6268,77.952270508
1433.7792,77.984962463
1433.9316,78.027175903
1434.084,78.074897766
1434.2364,78.123344421
1434.3888,78.167449951
1434.5412,78.201950073
1434.6936,78.221855164
1434.846,78.222572327
1434.9984,78.200424194
1435.1508,78.152679443
1435.3032,78.077812195
1435.4556,77.975708008
1435.608,77.847625732
1435.7604,77.696174622
1435.9128,77.525238037
1436.0652,77.339782715
1436.2176,77.145614624
1436.37,76.949119568
1436.5224,76.756912231
1436.6748,76.575553894
1436.8272,76.411216736
1436.9796,76.269439697
1437.132,76.154754639
1437.2844,76.070571899
1437.4368,76.019104004
1437.5892,76.001060486
1437.7416,76.015899658
1437.894,76.061660767
1438.0464,76.135124207
1438.1988,76.232063293
1438.3512,76.34727478
1438.5036,76.474914551
1438.656,76.608726501
1438.8084,76.742332458
1438.9608,76.86945343
1439.1132,76.984191895
1439.2656,77.081176758
1439.418,77.155960083
1439.5704,77.204872131
1439.7228,77.22543335
1439.8752,77.216201782
1440.0276,77.176948547
1440.18,77.108451843
1440.3324,77.012535095
1440.4848,76.891921997
1440.6372,76.749969482
1440.7896,76.590660095
1440.942,76.418182373
1441.0944,76.236869812
1441.2468,76.051017761
1441.3992,75.864578247
1441.5516,75.681129456
1441.704,75.503707886
1441.8564,75.334762573
1442.0088,75.176177979
1442.1612,75.029243469
1442.3136,74.894744873
1442.466,74.773033142
1442.6184,74.664154053
1442.7708,74.567909241
1442.9232,74.483985901
1443.0756,74.412124634
1443.228,74.351959229
1443.3804,74.303344727
1443.5328,74.266059875
1443.6852,74.240066528
1443.8376,74.225280762
1443.99,74.221626282
1444.1424,74.22895813
1444.2948,74.247009277
1444.4472,74.275337219
1444.5996,74.313369751
1444.752,74.360275269
1444.9044,74.41506958
1445.0568,74.476585388
1445.2092,74.543457031
1445.3616,74.614280701
1445.514,74.6875
1445.6664,74.761566162
1445.8188,74.834938049
1445.9712,74.906211853
1446.1236,74.973976135
1446.276,75.037147522
1446.4284,75.094726562
1446.5808,75.146034241
1446.7332,75.190605164
1446.8856,75.228317261
1447.038,75.259361267
1447.1904,75.284194946
1447.3428,75.303565979
1447.4952,75.318389893
1447.6476,75.329795837
1447.8,75.338996887
1447.9524,75.347190857
1448.1048,75.355476379
1448.2572,75.364837646
1448.4096,75.375968933
1448.562,75.389297485
1448.7144,75.404823303
1448.8668,75.422195435
1449.0192,75.440658569
1449.1716,75.458992004
1449.324,75.475914001
1449.4764,75.489624023
1449.6288,75.498413086
1449.7812,75.500511169
1449.9336,75.494316101
1450.086,75.478477478
1450.2384,75.452133179
1450.3908,75.414962769
1450.5432,75.367286682
1450.6956,75.310165405
1450.848,75.245353699
1451.0004,75.175346375
1451.1528,75.103294373
1451.3052,75.032783508
1451.4576,74.96787262
1451.61,74.912719727
1451.7624,74.871444702
1451.9148,74.847984314
1452.0672,74.845703125
1452.2196,74.867355347
1452.372,74.914840698
1452.5244,74.989105225
1452.6768,75.090042114
1452.8292,75.216423035
1452.9816,75.366043091
1453.134,75.535667419
1453.2864,75.721237183
1453.4388,75.918029785
1453.5912,76.120910645
1453.7436,76.324401855
1453.896,76.523162842
1454.0484,76.712059021
1454.2008,76.886451721
1454.3532,77.042358398
1454.5056,77.17665863
1454.658,77.287231445
1454.8104,77.372917175
1454.9628,77.433677673
1455.1152,77.470436096
1455.2676,77.485054016
1455.42,77.480171204
1455.5724,77.459083557
1455.7248,77.425590515
1455.8772,77.38368988
1456.0296,77.337593079
1456.182,77.291381836
1456.3344,77.248962402
1456.4868,77.213897705
1456.6392,77.189323425
1456.7916,77.177894592
1456.944,77.181762695
1457.0964,77.202598572
1457.2488,77.241470337
1457.4012,77.299003601
1457.5536,77.375358582
1457.706,77.47026062
1457.8584,77.583091736
1458.0108,77.71282196
1458.1632,77.858192444
1458.3156,78.017562866
1458.468,78.189117432
1458.6204,78.370666504
1458.7728,78.559898376
1458.9252,78.754318237
1459.0776,78.951133728
1459.23,79.147537231
1459.3824,79.340621948
1459.5348,79.527328491
1459.6872,79.70476532
1459.8396,79.870094299
1459.992,80.020744324
1460.1444,80.154304504
1460.2968,80.268806458
1460.4492,80.362693787
1460.6016,80.4348526
1460.754,80.484664917
1460.9064,80.511993408
1461.0588,80.517280579
1461.2112,80.501289368
1461.3636,80.465270996
1461.516,80.410766602
1461.6684,80.339477539
1461.8208,80.253364563
1461.9732,80.154495239
1462.1256,80.044868469
1462.278,79.926589966
1462.4304,79.801849365
1462.5828,79.672744751
1462.7352,79.541496277
1462.8876,79.410369873
1463.04,79.281806946
1463.1924,79.158294678
1463.3448,79.042518616
1463.4972,78.937202454
1463.6496,78.845153809
1463.802,78.769004822
1463.9544,78.711265564
1464.1068,78.674087524
1464.2592,78.659011841
1464.4116,78.667098999
1464.564,78.698486328
1464.7164,78.752586365
1464.8688,78.827781677
1465.0212,78.921676636
1465.1736,79.030921936
1465.326,79.15158844
1465.4784,79.279205322
1465.6308,79.408981323
1465.7832,79.536148071
1465.9356,79.656044006
1466.088,79.764541626
1466.2404,79.858131409
1466.3928,79.934127808
1466.5452,79.990783691
1466.6976,80.027282715
1466.85,80.043754578
1467.0024,80.041145325
1467.1548,80.021141052
1467.3072,79.985847473
1467.4596,79.937759399
1467.612,79.879440308
1467.7644,79.813308716
1467.9168,79.741592407
1468.0692,79.666107178
1468.2216,79.588272095
1468.374,79.509117126
1468.5264,79.429138184
1468.6788,79.348594666
1468.8312,79.267486572
1468.9836,79.185676575
1469.136,79.103050232
1469.2884,79.019561768
1469.4408,78.935249329
1469.5932,78.850379944
1469.7456,78.765449524
1469.898,78.681030273
1470.0504,78.598045349
1470.2028,78.517379761
1470.3552,78.440002441
1470.5076,78.366996765
1470.66,78.299293518
1470.8124,78.237846375
1470.9648,78.183532715
1471.1172,78.137138367
1471.2696,78.099464417
1471.422,78.071136475
1471.5744,78.052764893
1471.7268,78.044876099
1471.8792,78.047966003
1472.0316,78.0623703
1472.184,78.088363647
1472.3364,78.126068115
1472.4888,78.175392151
1472.6412,78.236038208
1472.7936,78.307502747
1472.946,78.38899231
1473.0984,78.479492188
1473.2508,78.57775116
1473.4032,78.682281494
1473.5556,78.791412354
1473.708,78.903366089
1473.8604,79.016265869
1474.0128,79.128265381
1474.1652,79.237548828
1474.3176,79.342315674
1474.47,79.441101074
1474.6224,79.532463074
1474.7748,79.615242004
1474.9272,79.688583374
1475.0796,79.751792908
1475.232,79.80443573
1475.3844,79.846343994
1475.5368,79.877449036
1475.6892,79.897880554
1475.8416,79.907867432
1475.994,79.907707214
1476.1464,79.897727966
1476.2988,79.878288269
1476.4512,79.849708557
1476.6036,79.812294006
1476.756,79.766418457
1476.9084,79.712425232
1477.0608,79.650718689
1477.2132,79.581794739
1477.3656,79.506225586
1477.518,79.424758911
1477.6704,79.338394165
1477.8228,79.248100281
1477.9752,79.155174255
1478.1276,79.06098175
1478.28,78.96698761
1478.4324,78.874717712
1478.5848,78.785697937
1478.7372,78.701438904
1478.8896,78.623329163
1479.042,78.552597046
1479.1944,78.490333557
1479.3468,78.4375
1479.4992,78.394805908
1479.6516,78.362846375
1479.804,78.342094421
1479.9564,78.332756042
1480.1088,78.334991455
1480.2612,78.3487854
1480.4136,78.373962402
1480.566,78.410163879
1480.7184,78.456863403
1480.8708,78.513175964
1481.0232,78.57800293
1481.1756,78.649902344
1481.328,78.727058411
1481.4804,78.807403564
1481.6328,78.888519287
1481.7852,78.967796326
1481.9376,79.042366028
1482.09,79.109451294
1482.2424,79.166297913
1482.3948,79.210342407
1482.5472,79.239532471
1482.6996,79.252113342
1482.852,79.247093201
1483.0044,79.22416687
1483.1568,79.183708191
1483.3092,79.126914978
1483.4616,79.055778503
1483.614,78.972969055
1483.7664,78.881721497
1483.9188,78.78578186
1484.0712,78.689193726
1484.2236,78.596244812
1484.376,78.511131287
1484.5284,78.437835693
1484.6808,78.380050659
1484.8332,78.340866089
1484.9856,78.322814941
1485.138,78.327629089
1485.2904,78.356307983
1485.4428,78.408920288
1485.5952,78.484817505
1485.7476,78.582435608
1485.9,78.699653625
1486.0524,78.833595276
1486.2048,78.980918884
1486.3572,79.137985229
1486.5096,79.300842285
1486.662,79.465438843
1486.8144,79.627761841
1486.9668,79.783943176
1487.1192,79.930374146
1487.2716,80.063774109
1487.424,80.181236267
1487.5764,80.280311584
1487.7288,80.358963013
1487.8812,80.415710449
1488.0336,80.449523926
1488.186,80.459777832
1488.3384,80.446395874
1488.4908,80.409599304
1488.6432,80.350021362
1488.7956,80.268676758
1488.948,80.166755676
1489.1004,80.045845032
1489.2528,79.907569885
1489.4052,79.753868103
1489.5576,79.586738586
1489.71,79.40826416
1489.8624,79.220542908
1490.0148,79.025779724
1490.1672,78.826141357
1490.3196,78.623725891
1490.472,78.42061615
1490.6244,78.218788147
1490.7768,78.020057678
1490.9292,77.826133728
1491.0816,77.638549805
1491.234,77.458648682
1491.3864,77.287559509
1491.5388,77.126113892
1491.6912,76.974960327
1491.8436,76.83442688
1491.996,76.704696655
1492.1484,76.585700989
1492.3008,76.477226257
1492.4532,76.378959656
1492.6056,76.290550232
1492.758,76.211662292
1492.9104,76.14201355
1493.0628,76.081558228
1493.2152,76.030342102
1493.3676,75.988639832
1493.52,75.956893921
1493.6724,75.935745239
1493.8248,75.925964355
1493.9772,75.928245544
1494.1296,75.943367004
1494.282,75.97190094
1494.4344,76.014152527
1494.5868,76.070159912
1494.7392,76.139465332
1494.8916,76.2212677
1495.044,76.314155579
1495.1964,76.416320801
1495.3488,76.52545929
1495.5012,76.638893127
1495.6536,76.753677368
1495.806,76.866676331
1495.9584,76.974662781
1496.1108,77.074478149
1496.2632,77.163101196
1496.4156,77.237884521
1496.568,77.296569824
1496.7204,77.337432861
1496.8728,77.359313965
1497.0252,77.361701965
1497.1776,77.344795227
1497.33,77.309379578
1497.4824,77.256958008
1497.6348,77.189575195
1497.7872,77.109840393
1497.9396,77.020812988
1498.092,76.925743103
1498.2444,76.828102112
1498.3968,76.731300354
1498.5492,76.638580322
1498.7016,76.552963257
1498.854,76.476982117
1499.0064,76.412590027
1499.1588,76.361198425
1499.3112,76.323455811
1499.4636,76.299423218
1499.616,76.288536072
1499.7684,76.289588928
1499.9208,76.301040649
1500.0732,76.320983887
1500.2256,76.347267151
1500.378,76.377655029
1500.5304,76.409973145
1500.6828,76.442237854
1500.8352,76.47253418
1500.9876,76.499320984
1501.14,76.521324158
1501.2924,76.537513733
1501.4448,76.547172546
1501.5972,76.549789429
1501.7496,76.544998169
1501.902,76.532569885
1502.0544,76.512336731
1502.2068,76.484260559
1502.3592,76.448234558
1502.5116,76.404129028
1502.664,76.351760864
1502.8164,76.290969849
1502.9688,76.221389771
1503.1212,76.142738342
1503.2736,76.054618835
1503.426,75.956672668
1503.5784,75.848495483
1503.7308,75.729621887
1503.8832,75.599769592
1504.0356,75.458572388
1504.188,75.305931091
1504.3404,75.141921997
1504.4928,74.966773987
1504.6452,74.781188965
1504.7976,74.586151123
1504.95,74.383148193
1505.1024,74.174232483
1505.2548,73.96181488
1505.4072,73.749061584
1505.5596,73.539489746
1505.712,73.336990356
1505.8644,73.145797729
1506.0168,72.970092773
1506.1692,72.814048767
1506.3216,72.681503296
1506.474,72.575675964
1506.6264,72.49911499
1506.7788,72.453414917
1506.9312,72.439193726
1507.0836,72.455863953
1507.236,72.50189209
1507.3884,72.574645996
1507.5408,72.670623779
1507.6932,72.785774231
1507.8456,72.915489197
1507.998,73.055038452
1508.1504,73.19972229
1508.3028,73.345100403
1508.4552,73.487281799
1508.6076,73.622917175
1508.76,73.749465942
1508.9124,73.865180969
1509.0648,73.968933105
1509.2172,74.060424805
1509.3696,74.139831543
1509.522,74.20778656
1509.6744,74.265312195
1509.8268,74.313537598
1509.9792,74.353622437
1510.1316,74.38671875
1510.284,74.413787842
1510.4364,74.435592651
1510.5888,74.452697754
1510.7412,74.465423584
1510.8936,74.474060059
1511.046,74.478683472
1511.1984,74.479423523
1511.3508,74.476394653
1511.5032,74.469818115
1511.6556,74.460113525
1511.808,74.447715759
1511.9604,74.433326721
1512.1128,74.417755127
1512.2652,74.401748657
1512.4176,74.38609314
1512.57,74.37147522
1512.7224,74.358276367
1512.8748,74.346656799
1513.0272,74.336448669
1513.1796,74.327148438
1513.332,74.317901611
1513.4844,74.307632446
1513.6368,74.295166016
1513.7892,74.279319763
1513.9416,74.259063721
1514.094,74.233795166
1514.2464,74.203323364
1514.3988,74.168136597
1514.5512,74.129493713
1514.7036,74.089286804
1514.856,74.050170898
1515.0084,74.015342712
1515.1608,73.988426208
1515.3132,73.973182678
1515.4656,73.973335266
1515.618,73.992179871
1515.7704,74.032440186
1515.9228,74.095916748
1516.0752,74.183303833
1516.2276,74.294120789
1516.38,74.426727295
1516.5324,74.578178406
1516.6848,74.744560242
1516.8372,74.921066284
1516.9896,75.102264404
1517.142,75.282348633
1517.2944,75.45552063
1517.4468,75.616271973
1517.5992,75.759620667
1517.7516,75.881340027
1517.904,75.978118896
1518.0564,76.047698975
1518.2088,76.088920593
1518.3612,76.101745605
1518.5136,76.087112427
1518.666,76.046920776
1518.8184,75.983940125
1518.9708,75.901550293
1519.1232,75.80368042
1519.2756,75.694671631
1519.428,75.579048157
1519.5804,75.461448669
1519.7328,75.346412659
1519.8852,75.238243103
1520.0376,75.140838623
1520.19,75.057609558
1520.3424,74.991218567
1520.4948,74.94354248
1520.6472,74.915458679
1520.7996,74.90675354
1520.952,74.916152954
1521.1044,74.94115448
1521.2568,74.978302002
1521.4092,75.023002625
1521.5616,75.070106506
1521.714,75.113769531
1521.8664,75.148071289
1522.0188,75.167228699
1522.1712,75.16594696
1522.3236,75.139816284
1522.476,75.085670471
1522.6284,75.001739502
1522.7808,74.887840271
1522.9332,74.745498657
1523.0856,74.577766418
1523.238,74.389266968
1523.3904,74.185623169
1523.5428,73.973442078
1523.6952,73.759712219
1523.8476,73.551475525
1524,73.355407715
1524.1524,73.177452087
1524.3048,73.022598267
1524.4572,72.894508362
1524.6096,72.795608521
1524.762,72.726951599
1524.9144,72.688285828
1525.0668,72.67817688
1525.2192,72.694335938
1525.3716,72.733650208
1525.524,72.79258728
1525.6764,72.867355347
1525.8288,72.954071045
1525.9812,73.048965454
1526.1336,73.148513794
1526.286,73.249458313
1526.4384,73.348960876
1526.5908,73.444610596
1526.7432,73.534446716
1526.8956,73.616958618
1527.048,73.691139221
1527.2004,73.756469727
1527.3528,73.813049316
1527.5052,73.861526489
1527.6576,73.903182983
1527.81,73.939910889
1527.9624,73.974136353
1528.1148,74.008720398
1528.2672,74.046867371
1528.4196,74.091888428
1528.572,74.147033691
1528.7244,74.215141296
1528.8768,74.29838562
1529.0292,74.398101807
1529.1816,74.514549255
1529.334,74.646720886
1529.4864,74.792350769
1529.6388,74.947967529
1529.7912,75.109077454
1529.9436,75.270339966
1530.096,75.426010132
1530.2484,75.570373535
1530.4008,75.697845459
1530.5532,75.803894043
1530.7056,75.884841919
1530.858,75.938522339
1531.0104,75.964256287
1531.1628,75.963012695
1531.3152,75.937141418
1531.4676,75.890365601
1531.62,75.827323914
1531.7724,75.753372192
1531.9248,75.674072266
1532.0772,75.594787598
1532.2296,75.520477295
1532.382,75.455223083
1532.5344,75.402107239
1532.6868,75.363044739
1532.8392,75.338775635
1532.9916,75.328941345
1533.144,75.332221985
1533.2964,75.346557617
1533.4488,75.369422913
1533.6012,75.397979736
1533.7536,75.429443359
1533.906,75.461349487
1534.0584,75.491699219
1534.2108,75.519172668
1534.3632,75.543182373
1534.5156,75.564071655
1534.668,75.582855225
1534.8204,75.601493835
1534.9728,75.622444153
1535.1252,75.648918152
1535.2776,75.684410095
1535.43,75.732620239
1535.5824,75.797332764
1535.7348,75.882087708
1535.8872,75.990066528
1536.0396,76.124015808
1536.192,76.285903931
1536.3444,76.476928711
1536.4968,76.69745636
1536.6492,76.946968079
1536.8016,77.223953247
1536.954,77.526069641
1537.1064,77.850128174
1537.2588,78.192253113
1537.4112,78.547958374
1537.5636,78.912216187
1537.716,79.279808044
1537.8684,79.645233154
1538.0208,80.003097534
1538.1732,80.34803009
1538.3256,80.674972534
1538.478,80.979225159
1538.6304,81.25668335
1538.7828,81.503738403
1538.9352,81.717544556
1539.0876,81.895904541
1539.24,82.037368774
1539.3924,82.141273499
1539.5448,82.207542419
1539.6972,82.236862183
1539.8496,82.230430603
1540.002,82.189949036
1540.1544,82.117340088
1540.3068,82.014877319
1540.4592,81.884803772
1540.6116,81.729385376
1540.764,81.550788879
1540.9164,81.35092926
1541.0688,81.131607056
1541.2212,80.894477844
1541.3736,80.641059875
1541.526,80.37286377
1541.6784,80.091636658
1541.8308,79.799324036
1541.9832,79.498329163
1542.1356,79.19152832
1542.288,78.882316589
1542.4404,78.574684143
1542.5928,78.272972107
1542.7452,77.981918335
1542.8976,77.70640564
1543.05,77.451187134
1543.2024,77.220680237
1543.3548,77.018791199
1543.5072,76.848579407
1543.6596,76.712188721
1543.812,76.610839844
1543.9644,76.544754028
1544.1168,76.51322937
1544.2692,76.514915466
1544.4216,76.547828674
1544.574,76.609672546
1544.7264,76.698143005
1544.8788,76.810813904
1545.0312,76.945602417
1545.1836,77.100570679
1545.336,77.274085999
1545.4884,77.464584351
1545.6408,77.670471191
1545.7932,77.890068054
1545.9456,78.12122345
1546.098,78.361419678
1546.2504,78.607574463
1546.4028,78.855895996
1546.5552,79.102249146
1546.7076,79.341896057
1546.86,79.570022583
1547.0124,79.781715393
1547.1648,79.972366333
1547.3172,80.13785553
1547.4696,80.274757385
1547.622,80.380577087
1547.7744,80.453720093
1547.9268,80.493690491
1548.0792,80.500923157
1548.2316,80.476806641
1548.384,80.423545837
1548.5364,80.344039917
1548.6888,80.241706848
1548.8412,80.120323181
1548.9936,79.983894348
1549.146,79.836524963
1549.2984,79.682258606
1549.4508,79.525054932
1549.6032,79.368606567
1549.7556,79.216300964
1549.908,79.071105957
1550.0604,78.935470581
1550.2128,78.81124115
1550.3652,78.699668884
1550.5176,78.601371765
1550.67,78.516365051
1550.8224,78.444091797
1550.9748,78.383575439
1551.1272,78.333503723
1551.2796,78.292442322
1551.432,78.258995056
1551.5844,78.232070923
1551.7368,78.210968018
1551.8892,78.19556427
1552.0416,78.186340332
1552.194,78.184371948
1552.3464,78.191352844
1552.4988,78.209365845
1552.6512,78.240638733
1552.8036,78.287467957
1552.956,78.351753235
1553.1084,78.434822083
1553.2608,78.537284851
1553.4132,78.658668518
1553.5656,78.797401428
1553.718,78.950798035
1553.8704,79.115142822
1554.0228,79.285728455
1554.1752,79.457229614
1554.3276,79.623779297
1554.48,79.779388428
1554.6324,79.918212891
1554.7848,80.034744263
1554.9372,80.124282837
1555.0896,80.182891846
1555.242,80.207687378
1555.3944,80.196807861
1555.5468,80.149505615
1555.6992,80.066055298
1555.8516,79.947723389
1556.004,79.796585083
1556.1564,79.615638733
1556.3088,79.408340454
1556.4612,79.178733826
1556.6136,78.931175232
1556.766,78.670318604
1556.9184,78.400794983
1557.0708,78.127403259
1557.2232,77.854682922
1557.3756,77.586906433
1557.528,77.328010559
1557.6804,77.08127594
1557.8328,76.849380493
1557.9852,76.63433075
1558.1376,76.437164307
1558.29,76.258377075
1558.4424,76.097427368
1558.5948,75.953216553
1558.7472,75.823997498
1558.8996,75.707557678
1559.052,75.601531982
1559.2044,75.503425598
1559.3568,75.410903931
1559.5092,75.321998596
1559.6616,75.235176086
1559.814,75.14944458
1559.9664,75.064628601
1560.1188,74.98109436
1560.2712,74.899879456
1560.4236,74.822662354
1560.576,74.751495361
1560.7284,74.688774109
1560.8808,74.637062073
1561.0332,74.598976135
1561.1856,74.576927185
1561.338,74.573051453
1561.4904,74.589118958
1561.6428,74.626274109
1561.7952,74.685180664
1561.9476,74.76574707
1562.1,74.867179871
1562.2524,74.988059998
1562.4048,75.126251221
1562.5572,75.279052734
1562.7096,75.443229675
1562.862,75.615180969
1563.0144,75.791038513
1563.1668,75.966842651
1563.3192,76.13874054
1563.4716,76.303108215
1563.624,76.456871033
1563.7764,76.597412109
1563.9288,76.722885132
1564.0812,76.832321167
1564.2336,76.925468445
1564.386,77.002944946
1564.5384,77.066184998
1564.6908,77.117164612
1564.8432,77.158424377
1564.9956,77.192848206
1565.148,77.223373413
1565.3004,77.252960205
1565.4528,77.284347534
1565.6052,77.319877625
1565.7576,77.361404419
1565.91,77.410301208
1566.0624,77.46736145
1566.2148,77.532730103
1566.3672,77.606155396
1566.5196,77.686889648
1566.672,77.773796082
1566.8244,77.865455627
1566.9768,77.960250854
1567.1292,78.056343079
1567.2816,78.151832581
1567.434,78.244697571
1567.5864,78.332885742
1567.7388,78.414230347
1567.8912,78.48664856
1568.0436,78.547981262
1568.196,78.596031189
1568.3484,78.628799438
1568.5008,78.644363403
1568.6532,78.641036987
1568.8056,78.617637634
1568.958,78.573379517
1569.1104,78.508171082
1569.2628,78.422683716
1569.4152,78.318466187
1569.5676,78.197975159
1569.72,78.064666748
1569.8724,77.922874451
1570.0248,77.777755737
1570.1772,77.635047913
1570.3296,77.500923157
1570.482,77.381546021
1570.6344,77.282867432
1570.7868,77.210296631
1570.9392,77.16809845
1571.0916,77.159545898
1571.244,77.186157227
1571.3964,77.247940063
1571.5488,77.343132019
1571.7012,77.468162537
1571.8536,77.617935181
1572.006,77.78604126
1572.1584,77.965019226
1572.3108,78.14692688
1572.4632,78.323554993
1572.6156,78.486991882
1572.768,78.630157471
1572.9204,78.746894836
1573.0728,78.832580566
1573.2252,78.884078979
1573.3776,78.900047302
1573.53,78.880805969
1573.6824,78.828201294
1573.8348,78.745475769
1573.9872,78.636917114
1574.1396,78.507637024
1574.292,78.36302948
1574.4444,78.208694458
1574.5968,78.049835205
1574.7492,77.891159058
1574.9016,77.736656189
1575.054,77.589416504
1575.2064,77.451599121
1575.3588,77.324516296
1575.5112,77.208633423
1575.6636,77.103782654
1575.816,77.009353638
1575.9684,76.92440033
1576.1208,76.847946167
1576.2732,76.779129028
1576.4256,76.717216492
1576.578,76.661895752
1576.7304,76.613113403
1576.8828,76.571159363
1577.0352,76.536560059
1577.1876,76.509895325
1577.34,76.491737366
1577.4924,76.482330322
1577.6448,76.481575012
1577.7972,76.488815308
1577.9496,76.502784729
1578.102,76.521453857
1578.2544,76.542160034
1578.4068,76.561676025
1578.5592,76.576278687
1578.7116,76.582069397
1578.864,76.575149536
1579.0164,76.551979065
1579.1688,76.509536743
1579.3212,76.445724487
1579.4736,76.359466553
1579.626,76.250892639
1579.7784,76.121498108
1579.9308,75.973953247
1580.0832,75.812263489
1580.2356,75.641319275
1580.388,75.466888428
1580.5404,75.295089722
1580.6928,75.132102966
1580.8452,74.983963013
1580.9976,74.856063843
1581.15,74.752876282
1581.3024,74.677757263
1581.4548,74.632705688
1581.6072,74.618354797
1581.7596,74.633888245
1581.912,74.677116394
1582.0644,74.744750977
1582.2168,74.832496643
1582.3692,74.935424805
1582.5216,75.048225403
1582.674,75.165618896
1582.8264,75.282531738
1582.9788,75.394493103
1583.1312,75.497817993
1583.2836,75.58971405
1583.436,75.66847229
1583.5884,75.73336792
1583.7408,75.784660339
1583.8932,75.823387146
1584.0456,75.851249695
1584.198,75.870231628
1584.3504,75.882629395
1584.5028,75.890525818
1584.6552,75.895874023
1584.8076,75.900177002
1584.96,75.904586792
1585.1124,75.90990448
1585.2648,75.91645813
1585.4172,75.924606323
1585.5696,75.934570312
1585.722,75.946929932
1585.8744,75.962593079
1586.0268,75.983032227
1586.1792,76.010238647
1586.3316,76.046829224
1586.484,76.095848083
1586.6364,76.160568237
1586.7888,76.244277954
1586.9412,76.349861145
1587.0936,76.479545593
1587.246,76.634429932
1587.3984,76.81438446
1587.5508,77.017730713
1587.7032,77.241264343
1587.8556,77.480293274
1588.008,77.728790283
1588.1604,77.979751587
1588.3128,78.225563049
1588.4652,78.458465576
1588.6176,78.671051025
1588.77,78.856796265
1588.9224,79.010253906
1589.0748,79.127662659
1589.2272,79.206871033
1589.3796,79.247512817
1589.532,79.250869751
1589.6844,79.219718933
1589.8368,79.157936096
1589.9892,79.070411682
1590.1416,78.962265015
1590.294,78.838783264
1590.4464,78.705032349
1590.5988,78.565391541
1590.7512,78.423599243
1590.9036,78.282554626
1591.056,78.144302368
1591.2084,78.010185242
1591.3608,77.880851746
1591.5132,77.756523132
1591.6656,77.637168884
1591.818,77.522659302
1591.9704,77.413078308
1592.1228,77.308624268
