DEPT,GR,RES_DEP
4139.0316,46.099803925,0.5405011177
4139.184,46.320655823,0.5389053822
4139.3364,46.608409882,0.5428330898
4139.4888,46.966430664,0.5681679249
4139.6412,47.394592285,0.6051516533
4139.7936,47.889564514,0.6160984039
4139.946,48.444694519,0.625605166
4140.0984,49.047504425,0.6456477642
4140.2508,49.682922363,0.6764024496
4140.4032,50.340827942,0.7145412564
4140.5556,51.006649017,0.7442900538
4140.708,51.650310516,0.7517094612
4140.8604,52.236759186,0.7315283418
4141.0128,52.737796783,0.7106132507
4141.1652,53.131210327,0.6999905705
4141.3176,53.394756317,0.6920079589
4141.47,53.509223938,0.6860576272
4141.6224,53.469642639,0.6765294671
4141.7748,53.283847809,0.6498419046
4141.9272,52.964271545,0.6212922335
4142.0796,52.531906128,0.6087367535
4142.232,52.018764496,0.6052666306
4142.3844,51.459358215,0.6085653305
4142.5368,50.884788513,0.6209133863
4142.6892,50.326408386,0.6523207426
4142.8416,49.822154999,0.7226460576
4142.994,49.409572601,0.7981829047
4143.1464,49.109260559,0.8145393133
4143.2988,48.924125671,0.794337213
4143.4512,48.848846436,0.8000075221
4143.6036,48.871463776,0.8057812452
4143.756,48.97372818,0.8083424568
4143.9084,49.133651733,0.8141373396
4144.0608,49.325786591,0.8216529489
4144.2132,49.520095825,0.8141449094
4144.3656,49.681045532,0.8017670512
4144.518,49.775936127,0.7766953111
4144.6704,49.789470673,0.7480150461
4144.8228,49.722511292,0.7291064262
4144.9752,49.578536987,0.7268573642
4145.1276,49.36013031,0.7224056721
4145.28,49.075176239,0.7074706554
4145.4324,48.740737915,0.6834370494
4145.5848,48.381690979,0.6543875337
4145.7372,48.027729034,0.6402377486
4145.8896,47.712402344,0.6408472061
4146.042,47.466678619,0.6225738525
4146.1944,47.307682037,0.6018368602
4146.3468,47.24206543,0.6046705246
4146.4992,47.280303955,0.6138692498
4146.6516,47.437290192,0.6281886101
4146.804,47.720413208,0.6608526111
4146.9564,48.12247467,0.722920537
4147.1088,48.622745514,0.7535598278
4147.2612,49.192180634,0.7496705055
4147.4136,49.797332764,0.7321640253
4147.566,50.405574799,0.6849091053
4147.7184,50.991985321,0.6458266377
4147.8708,51.534713745,0.6161397099
4148.0232,52.004928589,0.5876326561
4148.1756,52.371650696,0.5636851788
4148.328,52.614387512,0.5531342626
4148.4804,52.730323792,0.5559952259
4148.6328,52.736110687,0.5628823638
4148.7852,52.659984589,0.5568575263
4148.9376,52.531715393,0.5415385365
4149.09,52.377189636,0.5592980981
4149.2424,52.214408875,0.6207655668
4149.3948,52.059131622,0.7047444582
4149.5472,51.933017731,0.5993864536
4149.6996,51.85509491,0.6053997278
4149.852,51.828495026,0.7255832553
4150.0044,51.837219238,0.8647371531
4150.1568,51.849674225,0.9333879352
4150.3092,51.828227997,0.9564509988
4150.4616,51.739772797,0.9320682287
4150.614,51.562595367,0.8591871262
4150.7664,51.289306641,0.773375392
4150.9188,50.918434143,0.7032932043
4151.0712,50.445152283,0.6651973724
4151.2236,49.87033844,0.6456073523
4151.376,49.215515137,0.6346509457
4151.5284,48.52249527,0.6223796606
4151.6808,47.840789795,0.6022263169
4151.8332,47.218151093,0.5765575171
4151.9856,46.694301605,0.5462825298
4152.138,46.29391861,0.5093898177
4152.2904,46.02734375,0.4660566151
4152.4428,45.90177536,0.4433626235
4152.5952,45.927848816,0.4441171587
4152.7476,46.111438751,0.4654502273
4152.9,46.441127777,0.5025693774
4153.0524,46.887916565,0.5521149039
4153.2048,47.417926788,0.6112220287
4153.3572,48.000118256,0.6669326425
4153.5096,48.6068573,0.701464951
4153.662,49.215286255,0.7204760313
4153.8144,49.804813385,0.7306118608
4153.9668,50.351261139,0.7238345742
4154.1192,50.82559967,0.716106832
4154.2716,51.199085236,0.7210251093
4154.424,51.450824738,0.7310608029
4154.5764,51.570892334,0.7460154891
4154.7288,51.554252625,0.7693704963
4154.8812,51.397575378,0.7717813849
4155.0336,51.10502243,0.7658221126
4155.186,50.6902771,0.7911623716
4155.3384,50.173397064,0.8504744768
4155.4908,49.579093933,0.9250864983
4155.6432,48.93699646,1.0137753487
4155.7956,48.280391693,1.09290874
4155.948,47.642486572,1.1074593067
4156.1004,47.052143097,1.0984555483
4156.2528,46.532333374,1.0971764326
4156.4052,46.097202301,1.1092551947
4156.5576,45.745998383,1.0895063877
4156.71,45.466648102,1.0132666826
4156.8624,45.245544434,0.9171289206
4157.0148,45.069515228,0.8158014417
4157.1672,44.92326355,0.7453125715
4157.3196,44.790809631,0.7234104276
4157.472,44.656902313,0.7271915078
4157.6244,44.507423401,0.7380098701
4157.7768,44.333599091,0.7417060733
4157.9292,44.138462067,0.7371412516
4158.0816,43.938369751,0.7422924042
4158.234,43.754348755,0.758063674
4158.3864,43.601539612,0.7713400722
4158.5388,43.487918854,0.7758903503
4158.6912,43.417980194,0.7642181516
4158.8436,43.392089844,0.7311891913
4158.996,43.405956268,0.7090641856
4159.1484,43.45463562,0.6968853474
4159.3008,43.532066345,0.667214036
4159.4532,43.625480652,0.6183051467
4159.6056,43.715015411,0.5677670836
4159.758,43.781471252,0.5310186148
4159.9104,43.815490723,0.5115326047
4160.0628,43.820396423,0.5076608062
4160.2152,43.80632782,0.5081786513
4160.3676,43.78502655,0.5036415458
4160.52,43.769836426,0.5012893081
4160.6724,43.77381897,0.5042157769
4160.8248,43.807945251,0.5051436424
4160.9772,43.883876801,0.5075753331
4161.1296,44.015258789,0.5124679804
4161.282,44.212978363,0.514164865
4161.4344,44.477684021,0.5156679153
4161.5868,44.797874451,0.5281153321
4161.7392,45.157222748,0.5415922999
4161.8916,45.5414505,0.5386437774
4162.044,45.937461853,0.5311769843
4162.1964,46.331123352,0.5406121612
4162.3488,46.708248138,0.5681302547
4162.5012,47.055870056,0.5972466469
4162.6536,47.361988068,0.6098335385
4162.806,47.616664886,0.6086583138
4162.9584,47.815090179,0.6103922725
4163.1108,47.957920074,0.6159451008
4163.2632,48.047985077,0.6078019738
4163.4156,48.088283539,0.5786725283
4163.568,48.083839417,0.5467985272
4163.7204,48.045036316,0.5249244571
4163.8728,47.986255646,0.5118794441
4164.0252,47.919784546,0.5011372566
4164.1776,47.854568481,0.4902109206
4164.33,47.799732208,0.480858922
4164.4824,47.765449524,0.4755546749
4164.6348,47.761116028,0.4731098115
4164.7872,47.792385101,0.4710537791
4164.9396,47.859737396,0.4714514613
4165.092,47.958683014,0.4763792157
4165.2444,48.078243256,0.4844679534
4165.3968,48.203037262,0.4945083559
4165.5492,48.320980072,0.5080552101
4165.7016,48.423381805,0.5256396532
4165.854,48.497451782,0.5433765054
4166.0064,48.524814606,0.5532041192
4166.1588,48.488300323,0.5499100089
4166.3112,48.379558563,0.5415696502
4166.4636,48.199234009,0.542645514
4166.616,47.951725006,0.5557678938
4166.7684,47.643783569,0.5737035275
4166.9208,47.284267426,0.591866672
4167.0732,46.880661011,0.6137301326
4167.2256,46.440734863,0.6386404037
4167.378,45.979824066,0.6545656323
4167.5304,45.520839691,0.6600743532
4167.6828,45.084667206,0.6580207348
4167.8352,44.682037354,0.6488317847
4167.9876,44.316532135,0.6457532048
4168.14,43.992698669,0.6657188535
4168.2924,43.717006683,0.6984194517
4168.4448,43.493808746,0.7281023264
4168.5972,43.324546814,0.7745147943
4168.7496,43.207820892,0.8406732678
4168.902,43.136791229,0.8940992951
4169.0544,43.099182129,0.9200768471
4169.2068,43.083133698,0.9209019542
4169.3592,43.081382751,0.8994609118
4169.5116,43.087375641,0.8765405416
4169.664,43.089870453,0.8722420931
4169.8164,43.07459259,0.8849580884
4169.9688,43.030452728,0.899807632
4170.1212,42.952545166,0.8919388056
4170.2736,42.84047699,0.8432828188
4170.426,42.697399139,0.7744345665
4170.5784,42.530056,0.7247467637
4170.7308,42.346225739,0.7056019902
4170.8832,42.15304184,0.7070108652
4171.0356,41.959095001,0.7229734659
4171.188,41.776763916,0.7390451431
4171.3404,41.622581482,0.7327247858
4171.4928,41.514411926,0.6819975972
4171.6452,41.46679306,0.6039961576
4171.7976,41.48891449,0.55689013
4171.95,41.584251404,0.5546223521
4172.1024,41.751216888,0.5675105453
4172.2548,41.986564636,0.5746225715
4172.4072,42.288406372,0.5676519275
4172.5596,42.656116486,0.5525414348
4172.712,43.088027954,0.5407136083
4172.8644,43.577125549,0.5367543697
4173.0168,44.108634949,0.5362217426
4173.1692,44.662796021,0.5386862755
4173.3216,45.219776154,0.5433498025
4173.474,45.764053345,0.5471705198
4173.6264,46.28578949,0.5486521125
4173.7788,46.777820587,0.5411889553
4173.9312,47.230922699,0.5309283137
4174.0836,47.632152557,0.5344994068
4174.236,47.967624664,0.5499489307
4174.3884,48.227554321,0.5637548566
4174.5408,48.410118103,0.565816164
4174.6932,48.52230072,0.5524508357
4174.8456,48.576778412,0.5346157551
4174.998,48.586387634,0.5260443091
4175.1504,48.560695648,0.5253967643
4175.3028,48.506973267,0.5227084756
4175.4552,48.433994293,0.5163015127
4175.6076,48.355236053,0.5170818567
4175.76,48.287166595,0.5279167295
4175.9124,48.243797302,0.5382612944
4176.0648,48.232505798,0.5399644375
4176.2172,48.252731323,0.5337709188
4176.3696,48.297985077,0.5311400294
4176.522,48.360137939,0.5387880206
4176.6744,48.432540894,0.5447521806
4176.8268,48.511302948,0.5376680493
4176.9792,48.594829559,0.5249406099
4177.1316,48.680820465,0.5187330842
4177.284,48.76600647,0.5229773521
4177.4364,48.850307465,0.546800971
4177.5888,48.937980652,0.5932868719
4177.7412,49.034862518,0.6359223723
4177.8936,49.147674561,0.6441230774
4178.046,49.285259247,0.6249508262
4178.1984,49.458271027,0.5996803641
4178.3508,49.674808502,0.5825709701
4178.5032,49.934280396,0.5947434306
4178.6556,50.226535797,0.6348251104
4178.808,50.5337677,0.66934973
4178.9604,50.83190155,0.6800816655
4179.1128,51.097290039,0.6709953547
4179.2652,51.315509796,0.6490405202
4179.4176,51.480125427,0.6233859658
4179.57,51.583454132,0.6046350002
4179.7224,51.610527039,0.5945824981
4179.8748,51.543693542,0.5914145708
4180.0272,51.374172211,0.5994095802
4180.1796,51.107917786,0.609256506
4180.332,50.763828278,0.6053647995
4180.4844,50.369644165,0.5937210917
4180.6368,49.953449249,0.5852781534
4180.7892,49.534008026,0.5834070444
4180.9416,49.120155334,0.5858613253
4181.094,48.719127655,0.5879603624
4181.2464,48.344055176,0.5861539245
4181.3988,48.013065338,0.5863981843
4181.5512,47.741947174,0.595099628
4181.7036,47.539764404,0.6039069295
4181.856,47.408737183,0.5973328948
4182.0084,47.344524384,0.5811596513
4182.1608,47.33990097,0.569216311
4182.3132,47.390853882,0.5602202415
4182.4656,47.497142792,0.5524411798
4182.618,47.65864563,0.5445481539
4182.7704,47.874504089,0.5345462561
4182.9228,48.144290924,0.5236623883
4183.0752,48.46786499,0.508726716
4183.2276,48.843479156,0.4920353591
4183.38,49.266777039,0.4885829389
4183.5324,49.732151031,0.5029223561
4183.6848,50.231117249,0.527197063
4183.8372,50.748207092,0.5522411466
4183.9896,51.264698029,0.5677736402
4184.142,51.762844086,0.5721952915
4184.2944,52.221187592,0.5799866319
4184.4468,52.61233139,0.5993055701
4184.5992,52.907165527,0.6114985943
4184.7516,53.079353333,0.6045288444
4184.904,53.109203339,0.5843834877
4185.0564,52.986244202,0.5655252934
4185.2088,52.711170197,0.5545979738
4185.3612,52.296325684,0.5485323668
4185.5136,51.760044098,0.5440065861
4185.666,51.124248505,0.5414988399
4185.8184,50.419967651,0.5441632271
4185.9708,49.685676575,0.5517152548
4186.1232,48.959709167,0.5583560467
4186.2756,48.277503967,0.5560789704
4186.428,47.669551849,0.5516760945
4186.5804,47.156044006,0.548558414
4186.7328,46.745769501,0.5453872085
4186.8852,46.442276001,0.5397489667
4187.0376,46.248729706,0.5328843594
4187.19,46.165447235,0.5322051048
4187.3424,46.185153961,0.5436384678
4187.4948,46.295188904,0.5584019423
4187.6472,46.483467102,0.5548776388
4187.7996,46.738071442,0.5364149809
4187.952,47.04524231,0.5245913267
4188.1044,47.394351959,0.5259879231
4188.2568,47.779994965,0.5363258719
4188.4092,48.193977356,0.5536542535
4188.5616,48.61989212,0.5844962001
4188.714,49.03560257,0.6306301355
4188.8664,49.41740799,0.7022355199
4189.0188,49.742530823,0.7463476062
4189.1712,49.990158081,0.7006498575
4189.3236,50.145729065,0.621635139
4189.476,50.205471039,0.5773844719
4189.6284,50.172355652,0.5638641715
4189.7808,50.050071716,0.5622106791
4189.9332,49.845367432,0.5693387985
4190.0856,49.573749542,0.5753387213
4190.238,49.261688232,0.5747027397
4190.3904,48.944881439,0.5591974258
4190.5428,48.663948059,0.5390464067
4190.6952,48.457576752,0.5261517167
4190.8476,48.35338974,0.5168765187
4191,48.362350464,0.5099996328
4191.1524,48.482372284,0.5074273348
4191.3048,48.706241608,0.5078783631
4191.4572,49.02583313,0.5121786594
4191.6096,49.430419922,0.5167896748
4191.762,49.902393341,0.5166364908
4191.9144,50.413181305,0.5127684474
4192.0668,50.924072266,0.505135715
4192.2192,51.395305634,0.5062209964
4192.3716,51.797588348,0.5225849748
4192.524,52.115467072,0.5452478528
4192.6764,52.343528748,0.561619401
4192.8288,52.481796265,0.5711292624
4192.9812,52.532241821,0.580186367
4193.1336,52.495750427,0.5960892439
4193.286,52.37203598,0.626613915
4193.4384,52.165550232,0.6695242524
4193.5908,51.888225555,0.7023426294
4193.7432,51.553131104,0.7020661831
4193.8956,51.168521881,0.6808738112
4194.048,50.739425659,0.6613736153
4194.2004,50.270763397,0.6416511536
4194.3528,49.767814636,0.6308519244
4194.5052,49.235004425,0.6416621804
4194.6576,48.677139282,0.6615323424
4194.81,48.10376358,0.6809052229
4194.9624,47.529270172,0.6828618646
4195.1148,46.97196579,0.6687325239
4195.2672,46.452659607,0.6610947847
4195.4196,45.991176605,0.6522048116
4195.572,45.603672028,0.638715744
4195.7244,45.301490784,0.6268706322
4195.8768,45.09016037,0.6084125042
4196.0292,44.9712677,0.5891055465
4196.1816,44.946258545,0.5832067132
4196.334,45.016132355,0.5803860426
4196.4864,45.175865173,0.5744416714
4196.6388,45.410057068,0.5839861631
4196.7912,45.697692871,0.597350657
4196.9436,46.018596649,0.5956617594
4197.096,46.353973389,0.5810933709
4197.2484,46.687862396,0.5704327822
4197.4008,47.010093689,0.5681297779
4197.5532,47.315647125,0.5783644915
4197.7056,47.599586487,0.5843280554
4197.858,47.852500916,0.5566337109
4198.0104,48.064395905,0.5234280825
4198.1628,48.231906891,0.508579433
4198.3152,48.357788086,0.510119915
4198.4676,48.4479599,0.5310254693
4198.62,48.510704041,0.5456135869
4198.7724,48.553554535,0.543364346
4198.9248,48.581619263,0.5317717791
4199.0772,48.599628448,0.5156815052
4199.2296,48.613750458,0.5011783838
4199.382,48.632938385,0.4919036627
4199.5344,48.667961121,0.482018739
4199.6868,48.727394104,0.4712790549
4199.8392,48.81659317,0.4580776095
4199.9916,48.93901825,0.4526607096
4200.144,49.096721649,0.4716944396
4200.2964,49.290725708,0.4957766831
4200.4488,49.520290375,0.5063384175
4200.6012,49.780605316,0.5046924353
4200.7536,50.063713074,0.5061619282
4200.906,50.36277771,0.5159543157
4201.0584,50.672710419,0.5302790999
4201.2108,50.989917755,0.5324727297
4201.3632,51.31193161,0.5134738684
4201.5156,51.634365082,0.4629721642
4201.668,51.951629639,0.4420657456
4201.8204,52.261512756,0.4477191567
4201.9728,52.565834045,0.4652403891
4202.1252,52.870544434,0.4732795656
4202.2776,53.184070587,0.4647811949
4202.43,53.511035919,0.4761882424
4202.5824,53.851482391,0.4686541557
4202.7348,54.20230484,0.4491971135
4202.8872,54.558086395,0.4363127053
4203.0396,54.916412354,0.4312525392
4203.192,55.278083801,0.4285345972
4203.3444,55.640403748,0.4284583032
4203.4968,55.996032715,0.4305646122
4203.6492,56.334552765,0.436086446
4203.8016,56.644397736,0.4540323317
4203.954,56.91960907,0.4773316681
4204.1064,57.164100647,0.4849740267
4204.2588,57.390220642,0.4889533818
4204.4112,57.612216949,0.5164192915
4204.5636,57.836147308,0.5770759583
4204.716,58.056148529,0.6994079351
4204.8684,58.259254456,0.8404713273
4205.0208,58.432933807,0.8781382442
4205.1732,58.570808411,0.8067154288
4205.3256,58.672100067,0.6949670315
4205.478,58.733852386,0.6047348976
4205.6304,58.741287231,0.5003421903
4205.7828,58.668521881,0.4795745313
4205.9352,58.489917755,0.4890212119
4206.0876,58.194137573,0.5064167976
4206.24,57.795410156,0.5445501804
4206.3924,57.33127594,0.6212594509
4206.5448,56.845230103,0.6088224053
4206.6972,56.369945526,0.5565413833
4206.8496,55.926750183,0.5124214888
4207.002,55.533187866,0.4823412001
4207.1544,55.210277557,0.4482271075
4207.3068,54.982963562,0.4452134669
4207.4592,54.872924805,0.4741213322
4207.6116,54.888912201,0.5064966083
4207.764,55.016399384,0.5275040865
4207.9164,55.221286774,0.5298328996
4208.0688,55.468025208,0.543898046
4208.2212,55.731170654,0.5717252493
4208.3736,55.991786957,0.6007426381
4208.526,56.233181,0.6002380848
4208.6784,56.44078064,0.6032786369
4208.8308,56.602081299,0.5981100798
4208.9832,56.709411621,0.5870522261
4209.1356,56.762744904,0.5958079696
4209.288,56.773792267,0.5935189128
4209.4404,56.759754181,0.5911544561
4209.5928,56.731277466,0.6049251556
4209.7452,56.694847107,0.5789175034
4209.8976,56.65901947,0.573677063
4210.05,56.631103516,0.5798360109
4210.2024,56.615268707,0.5884515643
4210.3548,56.615287781,0.5969102979
4210.5072,56.631755829,0.596401155
4210.6596,56.66028595,0.6098063588
4210.812,56.691608429,0.629472971
4210.9644,56.715507507,0.6321342587
4211.1168,56.724601746,0.6419648528
4211.2692,56.707366943,0.6561155915
4211.4216,56.650108337,0.6311538219
4211.574,56.549671173,0.609431386
4211.7264,56.411560059,0.6178587675
4211.8788,56.239707947,0.6424720883
4212.0312,56.041278839,0.6766662598
4212.1836,55.829502106,0.6789539456
4212.336,55.615032196,0.6284431219
4212.4884,55.401359558,0.612622261
4212.6408,55.191802979,0.5949107409
4212.7932,55.000083923,0.570804894
4212.9456,54.841491699,0.5624502897
4213.098,54.716777802,0.545065105
4213.2504,54.617012024,0.5681945086
4213.4028,54.535427094,0.5903109312
4213.5552,54.461650848,0.5824742913
4213.7076,54.377681732,0.5676147938
4213.86,54.271316528,0.5654990077
4214.0124,54.146266937,0.5589438081
4214.1648,54.013408661,0.5601229072
4214.3172,53.876316071,0.5572338104
4214.4696,53.735263824,0.5491137505
4214.622,53.597141266,0.5514479876
4214.7744,53.470870972,0.5868344903
4214.9268,53.361747742,0.6147933006
4215.0792,53.274608612,0.6446955204
4215.2316,53.218120575,0.6640808582
4215.384,53.200332642,0.6841531396
4215.5364,53.219978333,0.67728585
4215.6888,53.268062592,0.6328561902
4215.8412,53.332946777,0.5871444941
4215.9936,53.400608063,0.5720646381
4216.146,53.457027435,0.5767222643
4216.2984,53.493309021,0.5715743303
4216.4508,53.507476807,0.5586052537
4216.6032,53.504638672,0.5130214691
4216.7556,53.489688873,0.5151645541
4216.908,53.460624695,0.5595558882
4217.0604,53.412837982,0.5736355782
4217.2128,53.34330368,0.5484857559
4217.3652,53.256908417,0.553583622
4217.5176,53.167613983,0.5767210722
4217.67,53.090690613,0.6376877427
4217.8224,53.038471222,0.7010109425
4217.9748,53.016040802,0.7579033971
4218.1272,53.016075134,0.9231368303
4218.2796,53.026290894,1.716799736
4218.432,53.039932251,3.3119580746
4218.5844,53.0533638,6.0638680458
4218.7368,53.05941391,5.9529299736
4218.8892,53.040805817,5.0962657928
4219.0416,52.969455719,5.3672204018
4219.194,52.81256485,4.6464705467
4219.3464,52.53824234,2.0650920868
4219.4988,52.123901367,1.3715364933
4219.6512,51.564037323,1.2298278809
4219.8036,50.868976593,1.243832469
4219.956,50.055252075,1.3069250584
4220.1084,49.140781403,1.4063415527
4220.2608,48.149173737,1.6291699409
4220.4132,47.11530304,1.6454542875
4220.5656,46.083408356,1.5530848503
4220.718,45.097949982,1.5629689693
4220.8704,44.193649292,1.5703129768
4221.0228,43.388092041,1.5699865818
4221.1752,42.681037903,1.5592559576
4221.3276,42.057918549,1.4888685942
4221.48,41.498683929,1.3952630758
4221.6324,40.988731384,1.2606396675
4221.7848,40.518810272,1.0845080614
4221.9372,40.077243805,0.9981746078
4222.0896,39.65039444,0.9869003296
4222.242,39.229797363,1.0701483488
4222.3944,38.815788269,1.1618462801
4222.5468,38.419891357,1.3443694115
4222.6992,38.062778473,1.7300804853
4222.8516,37.768608093,2.2886044979
4223.004,37.556892395,2.6602365971
4223.1564,37.430233002,2.5834386349
4223.3088,37.373416901,2.2732675076
4223.4612,37.36492157,2.0473411083
4223.6136,37.381435394,1.8035832644
4223.766,37.3997612,1.5538537502
4223.9184,37.404441833,1.3217101097
4224.0708,37.390155792,1.1338521242
4224.2232,37.35704422,1.0456558466
4224.3756,37.305244446,1.0345281363
4224.528,37.23682785,1.0538431406
4224.6804,37.166156769,1.0867158175
4224.8328,37.120880127,1.130828619
4224.9852,37.132190704,1.1917318106
4225.1376,37.229671478,1.2967528105
4225.29,37.435256958,1.389518261
4225.4424,37.752948761,1.4722930193
4225.5948,38.165164948,1.5834269524
4225.7472,38.640537262,1.8159230947
4225.8996,39.148277283,1.9469149113
4226.052,39.665061951,1.9501459599
4226.2044,40.169994354,2.1090314388
4226.3568,40.639919281,2.090010643
4226.5092,41.049827576,1.9952220917
4226.6616,41.376663208,1.9543377161
4226.814,41.605323792,2.0582232475
4226.9664,41.732570648,2.2231149673
4227.1188,41.767726898,2.2574744225
4227.2712,41.727352142,2.2091639042
4227.4236,41.624645233,2.1053378582
4227.576,41.464118958,2.011651516
4227.7284,41.244594574,2.0299248695
4227.8808,40.966323853,2.0076766014
4228.0332,40.63633728,1.8581727743
4228.1856,40.265106201,1.656668067
4228.338,39.862606049,1.4809366465
4228.4904,39.44033432,1.326772213
4228.6428,39.011131287,1.1913689375
4228.7952,38.589878082,0.937697947
4228.9476,38.197944641,0.771076858
4229.1,37.862392426,0.7145044804
4229.2524,37.611026764,0.7068654299
4229.4048,37.467472076,0.7202736139
4229.5572,37.446994781,0.7432012558
4229.7096,37.556598663,0.7572675347
4229.862,37.796180725,0.7646594048
4230.0144,38.158454895,0.7636948228
4230.1668,38.632457733,0.7505457997
4230.3192,39.203861237,0.7421892881
4230.4716,39.849430084,0.7433474064
4230.624,40.538414001,0.7447074056
4230.7764,41.240001678,0.7392621636
4230.9288,41.926597595,0.7292603254
4231.0812,42.575336456,0.7254790664
4231.2336,43.170730591,0.7253467441
4231.386,43.705413818,0.7142516375
4231.5384,44.176296234,0.7106056213
4231.6908,44.579216003,0.7253406048
4231.8432,44.910621643,0.7460525632
4231.9956,45.175540924,0.7685893774
4232.148,45.386997223,0.791921556
4232.3004,45.557689667,0.8355808854
4232.4528,45.697547913,0.9137948751
4232.6052,45.813732147,0.9911156893
4232.7576,45.907676697,1.0103685856
4232.91,45.975547791,0.978736341
4233.0624,46.013385773,0.9547104836
4233.2148,46.020191193,0.9555671215
4233.3672,45.995346069,0.9628822803
4233.5196,45.934356689,0.9581453204
4233.672,45.831474304,0.9394959211
4233.8244,45.68572998,0.9035621881
4233.9768,45.500774384,0.8887142539
4234.1292,45.284049988,0.899772048
4234.2816,45.048419952,0.9157688022
4234.434,44.8083992,0.9262760878
4234.5864,44.574073792,0.936814785
4234.7388,44.352355957,0.9477752447
4234.8912,44.15202713,0.9607074261
4235.0436,43.983535767,0.9686322212
4235.196,43.853637695,0.9646831155
4235.3484,43.762729645,0.9450144768
4235.5008,43.707801819,0.9162837863
4235.6532,43.684501648,0.8874410391
4235.8056,43.686134338,0.8502978086
4235.958,43.706970215,0.7764732242
4236.1104,43.748916626,0.6620332599
4236.2628,43.821186066,0.5665841699
4236.4152,43.933952332,0.5432430506
4236.5676,44.095569611,0.5801083446
4236.72,44.313926697,0.6288992763
4236.8724,44.597026825,0.6445889473
4237.0248,44.950679779,0.6192414761
4237.1772,45.376621246,0.6097730398
4237.3296,45.875003815,0.6161036491
4237.482,46.445251465,0.6135362387
4237.6344,47.07951355,0.609549284
4237.7868,47.758045197,0.6078503728
4237.9392,48.454509735,0.6128907204
4238.0916,49.144493103,0.6267589331
4238.244,49.809940338,0.6362392902
4238.3964,50.43863678,0.6220516562
4238.5488,51.022918701,0.5910702348
4238.7012,51.558982849,0.5622717738
4238.8536,52.042552948,0.549303472
4239.006,52.465545654,0.5452979207
4239.1584,52.822414398,0.5431734324
4239.3108,53.117527008,0.5482612252
4239.4632,53.361354828,0.5654113889
4239.6156,53.561382294,0.5816650391
4239.768,53.718723297,0.5864312649
4239.9204,53.831020355,0.5839381814
4240.0728,53.896057129,0.5824202895
4240.2252,53.914241791,0.582213521
4240.3776,53.89238739,0.5809434056
4240.53,53.845527649,0.5777083635
4240.6824,53.790752411,0.5698325634
4240.8348,53.739063263,0.5625002384
4240.9872,53.695674896,0.5593019724
4241.1396,53.667137146,0.5547927618
4241.292,53.664226532,0.5533419251
4241.4444,53.696834564,0.5579317808
4241.5968,53.769397736,0.5606018305
4241.7492,53.880615234,0.5592908263
4241.9016,54.023040771,0.5621849895
4242.054,54.183052063,0.567917943
4242.2064,54.345157623,0.5649043322
4242.3588,54.498970032,0.5564806461
4242.5112,54.642009735,0.5509584546
4242.6636,54.773933411,0.5507264137
4242.816,54.891075134,0.5523893237
4242.9684,54.989967346,0.5457980037
4243.1208,55.071434021,0.5345205665
4243.2732,55.139240265,0.5272461772
4243.4256,55.19865036,0.5185980201
4243.578,55.256538391,0.5042415857
4243.7304,55.319644928,0.4933972061
4243.8828,55.390140533,0.4934597611
4244.0352,55.463294983,0.4979560077
4244.1876,55.532356262,0.4992323816
4244.34,55.593929291,0.4950917363
4244.4924,55.646167755,0.4853169322
4244.6448,55.685470581,0.4737151265
4244.7972,55.707069397,0.4659758806
4244.9496,55.707023621,0.4620496035
4245.102,55.683227539,0.4597004652
4245.2544,55.635784149,0.4585799873
4245.4068,55.567764282,0.4566130042
4245.5592,55.484840393,0.4510488808
4245.7116,55.391735077,0.4430928826
4245.864,55.290332794,0.4357918799
4246.0164,55.1835289,0.4301320016
4246.1688,55.078769684,0.427544117
4246.3212,54.984905243,0.4282245338
4246.4736,54.906394958,0.4309387207
4246.626,54.841129303,0.4356741011
4246.7784,54.782463074,0.4418552518
4246.9308,54.723964691,0.4439273179
4247.0832,54.6641922,0.4397312105
4247.2356,54.607566833,0.4368206561
4247.388,54.559726715,0.4382471442
4247.5404,54.519622803,0.4402223825
4247.6928,54.476558685,0.4431611896
4247.8452,54.41865921,0.4466069639
4247.9976,54.343387604,0.4452955723
4248.15,54.259868622,0.4398189485
4248.3024,54.184906006,0.4360797703
4248.4548,54.133583069,0.4378899634
4248.6072,54.109165192,0.4456547797
4248.7596,54.103107452,0.4538926482
4248.912,54.105133057,0.4539049268
4249.0644,54.11397934,0.4485442638
4249.2168,54.139400482,0.4449570179
4249.3692,54.192131042,0.4417729676
4249.5216,54.273586273,0.4377186
4249.674,54.373832703,0.4363012314
4249.8264,54.474334717,0.4404354692
4249.9788,54.556156158,0.4474864602
4250.1312,54.610042572,0.4525288939
4250.2836,54.636936188,0.4565968215
4250.436,54.639469147,0.4610143006
4250.5884,54.614688873,0.4598404467
4250.7408,54.554660797,0.4523060322
4250.8932,54.453601837,0.4458801448
4251.0456,54.312206268,0.4458913207
4251.198,54.136177063,0.453951478
4251.3504,53.935184479,0.4672328532
4251.5028,53.72158432,0.4802662134
4251.6552,53.50774765,0.485843271
4251.8076,53.306407928,0.479305774
4251.96,53.132556915,0.4689381421
4252.1124,53.001823425,0.4634830952
4252.2648,52.925346375,0.4613153636
4252.4172,52.905361176,0.4593934715
4252.5696,52.936710358,0.457272023
4252.722,53.013191223,0.4583631158
