DEPT,GR,RES_DEP
1510.1316,74.371162415,0.4443482161
1510.284,74.38507843,0.4459584355
1510.4364,74.407402039,0.4465171397
1510.5888,74.439544678,0.4485016465
1510.7412,74.484802246,0.4516937435
1510.8936,74.543113708,0.4515587389
1511.046,74.605674744,0.4498823583
1511.1984,74.659080505,0.4473925531
1511.3508,74.690353394,0.4463038743
1511.5032,74.692016602,0.4487046301
1511.6556,74.665687561,0.450199306
1511.808,74.617202759,0.4505270422
1511.9604,74.553253174,0.4485840499
1512.1128,74.479393005,0.4450674355
1512.2652,74.394386292,0.4427522421
1512.4176,74.295883179,0.4417416155
1512.57,74.193374634,0.4401535392
1512.7224,74.107627869,0.4372063875
1512.8748,74.058425903,0.4326610267
1513.0272,74.054786682,0.4293730259
1513.1796,74.093971252,0.4291081429
1513.332,74.167045593,0.4309857488
1513.4844,74.261734009,0.4320106804
1513.6368,74.364738464,0.4310592413
1513.7892,74.46786499,0.4288082421
1513.9416,74.567100525,0.4271514416
1514.094,74.650352478,0.4282571971
1514.2464,74.693183899,0.4312115312
1514.3988,74.674583435,0.4357014
1514.5512,74.590873718,0.4386321604
1514.7036,74.450126648,0.4393402338
1514.856,74.261497498,0.4409016967
1515.0084,74.035675049,0.4429181516
1515.1608,73.789344788,0.4439328909
1515.3132,73.542366028,0.4437218606
1515.4656,73.313720703,0.4436563253
1515.618,73.126983643,0.442733705
1515.7704,73.011764526,0.439165324
1515.9228,72.99041748,0.4336438775
1516.0752,73.068481445,0.4273900092
1516.2276,73.241188049,0.4207447767
1516.38,73.504135132,0.4155721068
1516.5324,73.850852966,0.4124720097
1516.6848,74.263023376,0.4098728299
1516.8372,74.7134552,0.4080294371
1516.9896,75.176704407,0.4078424275
1517.142,75.629272461,0.4072208703
1517.2944,76.046310425,0.4048186839
1517.4468,76.405433655,0.4033353031
1517.5992,76.691261292,0.4032379389
1517.7516,76.896316528,0.4037028253
1517.904,77.017562866,0.4038055241
1518.0564,77.057388306,0.4038932025
1518.2088,77.028968811,0.4050789475
1518.3612,76.950714111,0.4089080989
1518.5136,76.833473206,0.411421448
1518.666,76.679252625,0.4117013812
1518.8184,76.491325378,0.4116171896
1518.9708,76.279350281,0.412242502
1519.1232,76.055618286,0.4139050841
1519.2756,75.829956055,0.4142051935
1519.428,75.60786438,0.4134241939
1519.5804,75.388870239,0.4125958383
1519.7328,75.167289734,0.4124410152
1519.8852,74.93964386,0.4123229384
1520.0376,74.712585449,0.4122125208
1520.19,74.501693726,0.4121576548
1520.3424,74.321594238,0.4119832516
1520.4948,74.181838989,0.4126182497
1520.6472,74.09161377,0.4146452248
1520.7996,74.06010437,0.4166572392
1520.952,74.092552185,0.4199455678
1521.1044,74.192314148,0.4195248187
1521.2568,74.363800049,0.4128739238
1521.4092,74.607063293,0.4070034027
1521.5616,74.909088135,0.4044664204
1521.714,75.244926453,0.4043066502
1521.8664,75.589027405,0.4053879082
1522.0188,75.916732788,0.4055019617
1522.1712,76.196403503,0.405271858
1522.3236,76.393997192,0.4058420658
1522.476,76.486160278,0.4080307186
1522.6284,76.460929871,0.4114192128
1522.7808,76.308319092,0.4156961441
1522.9332,76.021430969,0.4203432202
1523.0856,75.61114502,0.4239782393
1523.238,75.108406067,0.4261030853
1523.3904,74.546478271,0.4275661409
1523.5428,73.955223083,0.4275097847
1523.6952,73.370567322,0.4251170158
1523.8476,72.831977844,0.4208312929
1524,72.370422363,0.4159391522
1524.1524,72.005050659,0.4129791856
1524.3048,71.750175476,0.4116207957
1524.4572,71.615722656,0.4112577736
1524.6096,71.595176697,0.4127221704
1524.762,71.664047241,0.4146680832
1524.9144,71.797065735,0.4163703918
1525.0668,71.976654053,0.4191865921
1525.2192,72.186042786,0.4239257574
1525.3716,72.406837463,0.4300260544
1525.524,72.623252869,0.4381200671
1525.6764,72.823608398,0.4491731524
1525.8288,72.998069763,0.4623673856
1525.9812,73.140731812,0.4746116102
1526.1336,73.256912231,0.4837870598
1526.286,73.362472534,0.4902285933
1526.4384,73.472061157,0.4926094115
1526.5908,73.591140747,0.4890449941
1526.7432,73.717788696,0.4804350436
1526.8956,73.845710754,0.469558984
1527.048,73.966133118,0.4587709308
1527.2004,74.072738647,0.4474313855
1527.3528,74.165222168,0.4352249205
1527.5052,74.244781494,0.4249109924
1527.6576,74.304641724,0.4177817404
1527.81,74.327682495,0.4132402539
1527.9624,74.295829773,0.4126704931
1528.1148,74.20198822,0.415279448
1528.2672,74.055496216,0.4173034728
1528.4196,73.8804245,0.4170865715
1528.572,73.707984924,0.4165633619
1528.7244,73.566398621,0.4176854193
1528.8768,73.474899292,0.4193297029
1529.0292,73.445343018,0.418985337
1529.1816,73.490837097,0.4158318639
1529.334,73.631729126,0.4117641449
1529.4864,73.888069153,0.4079215229
1529.6388,74.263969421,0.4058343768
1529.7912,74.738388062,0.4082649052
1529.9436,75.270118713,0.4136874676
1530.096,75.811676025,0.4175746739
1530.2484,76.319168091,0.4196263552
1530.4008,76.756095886,0.4216371477
1530.5532,77.096183777,0.423286736
1530.7056,77.320770264,0.4237104058
1530.858,77.412406921,0.4219561815
1531.0104,77.358551025,0.4185163975
1531.1628,77.164131165,0.4156821072
1531.3152,76.856063843,0.4143458009
1531.4676,76.473777771,0.4144125283
1531.62,76.057579041,0.4151303768
1531.7724,75.645248413,0.4148133397
1531.9248,75.270896912,0.4143952131
1532.0772,74.958900452,0.4155848622
1532.2296,74.722381592,0.4186999798
1532.382,74.570411682,0.4225419164
1532.5344,74.508758545,0.4255744815
1532.6868,74.532424927,0.4270493388
1532.8392,74.626815796,0.4261388481
1532.9916,74.776100159,0.4240436256
1533.144,74.964645386,0.4229308665
1533.2964,75.172058105,0.4244980812
1533.4488,75.374259949,0.4274933934
1533.6012,75.553825378,0.428815484
1533.7536,75.703842163,0.4293702841
1533.906,75.819953918,0.4303546548
1534.0584,75.897949219,0.4307644665
1534.2108,75.938850403,0.4314701557
1534.3632,75.945785522,0.4323076308
1534.5156,75.917198181,0.4329699874
1534.668,75.850067139,0.435554415
1534.8204,75.749610901,0.439193964
1534.9728,75.631546021,0.4410379231
1535.1252,75.512336731,0.4403116107
1535.2776,75.402084351,0.4385931492
1535.43,75.308258057,0.4371916056
1535.5824,75.237388611,0.4360940754
1535.7348,75.19342804,0.4357880354
1535.8872,75.182495117,0.4360615909
1536.0396,75.218658447,0.4367587864
1536.192,75.319747925,0.4379777312
1536.3444,75.495605469,0.43909657
1536.4968,75.741859436,0.4408548474
1536.6492,76.046928406,0.4436974823
1536.8016,76.402740479,0.4477636814
1536.954,76.8072052,0.4509552121
1537.1064,77.260169983,0.4504228532
1537.2588,77.757835388,0.447709322
1537.4112,78.288566589,0.4457341731
1537.5636,78.832817078,0.4441517293
1537.716,79.369277954,0.4409316778
1537.8684,79.884658813,0.4369673431
1538.0208,80.378196716,0.4340624809
1538.1732,80.855064392,0.432251811
1538.3256,81.314155579,0.4327069819
1538.478,81.74331665,0.4347428083
1538.6304,82.127052307,0.436430335
1538.7828,82.455970764,0.4385991693
1538.9352,82.727401733,0.4412581325
1539.0876,82.941795349,0.4431364536
1539.24,83.100204468,0.4438726604
1539.3924,83.202095032,0.4437257349
1539.5448,83.243019104,0.4430682659
1539.6972,83.2161026,0.442070514
1539.8496,83.120742798,0.4407910109
1540.002,82.967590332,0.4383987188
1540.1544,82.771270752,0.4345366955
1540.3068,82.543777466,0.430793792
1540.4592,82.296440125,0.4280881584
1540.6116,82.042396545,0.4271292388
1540.764,81.793830872,0.4285807014
1540.9164,81.557182312,0.4326226115
1541.0688,81.33379364,0.4354328513
1541.2212,81.124221802,0.4299043119
1541.3736,80.924949646,0.4193428159
1541.526,80.724143982,0.4136286378
1541.6784,80.507080078,0.4156525433
1541.8308,80.262184143,0.4220592976
1541.9832,79.978912354,0.4291006327
1542.1356,79.644447327,0.4352687895
1542.288,79.247917175,0.4398943484
1542.4404,78.788917542,0.4444936514
1542.5928,78.2787323,0.4491049945
1542.7452,77.735443115,0.4512965679
1542.8976,77.183944702,0.4500698447
1543.05,76.656845093,0.4450068474
1543.2024,76.187232971,0.4374632537
1543.3548,75.799919128,0.4296808541
1543.5072,75.512496948,0.4228622317
1543.6596,75.341117859,0.416782409
1543.812,75.296157837,0.4116657376
1543.9644,75.372497559,0.4090316892
1544.1168,75.548545837,0.4111115038
1544.2692,75.791992188,0.419331789
1544.4216,76.065635681,0.4317033887
1544.574,76.333580017,0.4429057837
1544.7264,76.569007874,0.4491308928
1544.8788,76.75907135,0.4504120946
1545.0312,76.901947021,0.4497751296
1545.1836,77.000083923,0.4487859011
1545.336,77.06023407,0.4474335611
1545.4884,77.099716187,0.4464243054
1545.6408,77.149024963,0.4465348423
1545.7932,77.245994568,0.4473722279
1545.9456,77.424026489,0.4485495389
1546.098,77.701156616,0.4488098025
1546.2504,78.075920105,0.4469616711
1546.4028,78.529747009,0.4446285069
1546.5552,79.032608032,0.4443851113
1546.7076,79.551887512,0.4463584125
1546.86,80.060028076,0.4482445419
1547.0124,80.533302307,0.4492464364
1547.1648,80.946418762,0.4498899281
1547.3172,81.273490906,0.4501273632
1547.4696,81.494911194,0.4494891763
1547.622,81.603111267,0.4464800656
1547.7744,81.60459137,0.4425525069
1547.9268,81.518623352,0.4394913614
1548.0792,81.373352051,0.4381665289
1548.2316,81.197563171,0.4388063848
1548.384,81.010276794,0.4396247268
1548.5364,80.817726135,0.4377124608
1548.6888,80.618972778,0.4348107576
1548.8412,80.410957336,0.432407856
1548.9936,80.191619873,0.4297741652
1549.146,79.962272644,0.4293491244
1549.2984,79.726547241,0.4327051342
1549.4508,79.487297058,0.4400148094
1549.6032,79.243667603,0.4502381384
1549.7556,78.991744995,0.458542496
1549.908,78.732261658,0.4626248479
1550.0604,78.477867126,0.4638300538
1550.2128,78.250465393,0.4641459584
1550.3652,78.073287964,0.4645608962
1550.5176,77.963867188,0.4636408985
1550.67,77.927268982,0.4601147175
1550.8224,77.953315735,0.4537129402
1550.9748,78.022338867,0.4474040866
1551.1272,78.115211487,0.4436051548
1551.2796,78.220222473,0.4420202672
1551.432,78.330467224,0.4387455881
1551.5844,78.433280945,0.4319597781
1551.7368,78.506965637,0.4262991846
1551.8892,78.528335571,0.4246202707
1552.0416,78.48072052,0.4293261766
1552.194,78.361824036,0.439206779
1552.3464,78.189201355,0.447458595
1552.4988,77.994224548,0.452314496
1552.6512,77.809249878,0.4547577202
1552.8036,77.657524109,0.4557307959
1552.956,77.552268982,0.4571057558
1553.1084,77.506744385,0.4564112127
1553.2608,77.538635254,0.453810364
1553.4132,77.663581848,0.450386554
1553.5656,77.890518188,0.4430505037
1553.718,78.217857361,0.4338371456
1553.8704,78.627334595,0.4291692078
1554.0228,79.084999084,0.4299347103
1554.1752,79.554397583,0.4329928458
1554.3276,80.008399963,0.4361540079
1554.48,80.426986694,0.437494725
1554.6324,80.789398193,0.4368691444
1554.7848,81.077072144,0.4360894561
1554.9372,81.279624939,0.4353482723
1555.0896,81.390632629,0.433499217
1555.242,81.405693054,0.4316136539
1555.3944,81.331733704,0.4302366674
1555.5468,81.190841675,0.4294171333
1555.6992,81.005256653,0.4271031618
1555.8516,80.784065247,0.4239762127
1556.004,80.529930115,0.4205777645
1556.1564,80.248634338,0.4163570106
1556.3088,79.944854736,0.4126437008
1556.4612,79.616668701,0.4133224785
1556.6136,79.264022827,0.4194677472
1556.766,78.894699097,0.4282721579
1556.9184,78.514556885,0.4347372651
1557.0708,78.120223999,0.435842663
1557.2232,77.708480835,0.4306129813
1557.3756,77.288085938,0.4222762585
1557.528,76.876289368,0.4145465493
1557.6804,76.489479065,0.4094458222
1557.8328,76.144020081,0.4086813629
1557.9852,75.860069275,0.4101027548
1558.1376,75.652618408,0.4092957675
1558.29,75.519859314,0.4072778523
1558.4424,75.44708252,0.4044598639
1558.5948,75.41985321,0.4024671912
1558.7472,75.428764343,0.4040348232
1558.8996,75.464141846,0.4090269506
1559.052,75.514801025,0.4132543206
1559.2044,75.56993866,0.414291203
1559.3568,75.612930298,0.4141741991
1559.5092,75.61932373,0.4127211273
1559.6616,75.569313049,0.4083195329
1559.814,75.461997986,0.4043649435
1559.9664,75.314567566,0.402811408
1560.1188,75.146194458,0.4018948376
1560.2712,74.967819214,0.4008069932
1560.4236,74.785697937,0.400187701
1560.576,74.603157043,0.3991732299
1560.7284,74.421134949,0.396949172
1560.8808,74.248649597,0.3947328627
1561.0332,74.104698181,0.3950212002
1561.1856,74.005088806,0.3968605101
1561.338,73.951690674,0.3996214271
1561.4904,73.934928894,0.4044610262
1561.6428,73.948356628,0.4078250527
1561.7952,73.99559021,0.4107394814
1561.9476,74.081680298,0.415055424
1562.1,74.210029602,0.4161067307
1562.2524,74.385520935,0.4150622785
1562.4048,74.606513977,0.4134715199
1562.5572,74.861701965,0.412035495
1562.7096,75.140007019,0.4159697592
1562.862,75.438667297,0.4225910008
1563.0144,75.759719849,0.4265885055
1563.1668,76.097801208,0.4269768
1563.3192,76.43699646,0.4233403504
1563.4716,76.759712219,0.4177010953
1563.624,77.048095703,0.4136285782
1563.7764,77.282714844,0.4142932892
1563.9288,77.453521729,0.4184139669
1564.0812,77.563545227,0.4248585999
1564.2336,77.617843628,0.4278128147
1564.386,77.61756134,0.4280356467
1564.5384,77.564659119,0.4250364304
1564.6908,77.466461182,0.4229952991
1564.8432,77.335533142,0.4240227342
1564.9956,77.189666748,0.4314811826
1565.148,77.054458618,0.4388242662
1565.3004,76.95652771,0.4283965528
1565.4528,76.90675354,0.4142201245
1565.6052,76.900260925,0.4047850966
1565.7576,76.932518005,0.4003504217
1565.91,77.001091003,0.3996377587
1566.0624,77.099601746,0.4020408392
1566.2148,77.22454834,0.408054173
1566.3672,77.375991821,0.415161103
1566.5196,77.545898438,0.4204971492
1566.672,77.714439392,0.4237995446
1566.8244,77.862983704,0.4258386791
1566.9768,77.989891052,0.4275338948
1567.1292,78.105766296,0.4272102416
1567.2816,78.217536926,0.4255940914
1567.434,78.328300476,0.4239911139
1567.5864,78.442802429,0.4206004441
1567.7388,78.55897522,0.4158558846
1567.8912,78.667190552,0.411700964
1568.0436,78.765365601,0.4106541276
1568.196,78.862251282,0.4112741649
1568.3484,78.964256287,0.4099996686
1568.5008,79.066818237,0.4060759842
1568.6532,79.157928467,0.4000079036
1568.8056,79.224983215,0.4014950693
1568.958,79.257110596,0.4055883586
1569.1104,79.244659424,0.4103752077
1569.2628,79.183181763,0.4112819135
1569.4152,79.073242188,0.4107164443
1569.5676,78.910346985,0.4156638682
1569.72,78.684341431,0.4191081226
1569.8724,78.392250061,0.4196809828
1570.0248,78.040779114,0.4190621376
1570.1772,77.642524719,0.4211352468
1570.3296,77.218383789,0.4248241484
1570.482,76.797096252,0.4307304323
1570.6344,76.409194946,0.4341008067
1570.7868,76.078117371,0.4366857409
1570.9392,75.822105408,0.4400452673
1571.0916,75.663581848,0.441629827
1571.244,75.626502991,0.4400775135
1571.3964,75.722412109,0.434402436
1571.5488,75.948326111,0.4314882457
1571.7012,76.29499054,0.4314279556
1571.8536,76.745758057,0.4350292683
1572.006,77.271766663,0.4331737459
1572.1584,77.836837769,0.4256872535
1572.3108,78.410507202,0.418066591
1572.4632,78.965003967,0.4140052795
1572.6156,79.465682983,0.4116207063
1572.768,79.876861572,0.4093530774
1572.9204,80.173873901,0.4065305293
1573.0728,80.348724365,0.4054093659
1573.2252,80.402992249,0.4035642147
1573.3776,80.340019226,0.4028685391
1573.53,80.166755676,0.4038593173
1573.6824,79.897354126,0.4048824608
1573.8348,79.549163818,0.4064315259
1573.9872,79.146255493,0.4077859521
1574.1396,78.721183777,0.4071375728
1574.292,78.306625366,0.408829838
1574.4444,77.929344177,0.4107530713
1574.5968,77.602775574,0.4110291004
1574.7492,77.328147888,0.4102302492
1574.9016,77.107154846,0.4101967216
1575.054,76.946418762,0.4103648961
1575.2064,76.849060059,0.4084231555
1575.3588,76.809997559,0.4083768427
1575.5112,76.816436768,0.4065234959
1575.6636,76.849906921,0.4038049877
1575.816,76.890068054,0.4036043882
1575.9684,76.918006897,0.4052646756
1576.1208,76.922416687,0.4095077217
1576.2732,76.901374817,0.414278686
1576.4256,76.854797363,0.4131693244
1576.578,76.780555725,0.4115373194
1576.7304,76.67980957,0.409517765
1576.8828,76.556587219,0.4106743336
1577.0352,76.414466858,0.4130391479
1577.1876,76.264350891,0.4133810997
1577.34,76.125999451,0.4100720286
1577.4924,76.018829346,0.4077914953
1577.6448,75.95791626,0.4054482579
1577.7972,75.950279236,0.4054870903
1577.9496,75.997306824,0.408367306
1578.102,76.097831726,0.4124055505
1578.2544,76.245162964,0.4116073251
1578.4068,76.433692932,0.4083193243
1578.5592,76.658760071,0.4044623077
1578.7116,76.90045929,0.4018387496
1578.864,77.128952026,0.4012078345
1579.0164,77.318450928,0.399282068
1579.1688,77.445823669,0.3950683177
1579.3212,77.495521545,0.3928304613
1579.4736,77.45880127,0.3917622268
1579.626,77.328392029,0.3916900158
1579.7784,77.101928711,0.3949477673
1579.9308,76.781845093,0.4003842771
1580.0832,76.381019592,0.4035699964
1580.2356,75.928840637,0.4054998755
1580.388,75.455162048,0.4066850245
1580.5404,74.981643677,0.4078305066
1580.6928,74.531280518,0.4097637534
1580.8452,74.128448486,0.4119657874
1580.9976,73.794120789,0.4125130773
1581.15,73.545700073,0.4101783037
1581.3024,73.398391724,0.4077135324
1581.4548,73.358787537,0.4075700939
1581.6072,73.416793823,0.4057727754
1581.7596,73.554397583,0.4034076333
1581.912,73.762435913,0.3983672261
1582.0644,74.039161682,0.3944843709
1582.2168,74.374778748,0.3934580386
1582.3692,74.744415283,0.3938466311
1582.5216,75.119338989,0.3931381106
1582.674,75.47668457,0.3943499625
1582.8264,75.794418335,0.3978720307
1582.9788,76.055557251,0.4052379131
1583.1312,76.254997253,0.4107526541
1583.2836,76.391227722,0.4140762091
1583.436,76.457565308,0.4164573252
1583.5884,76.445953369,0.4179054499
1583.7408,76.358406067,0.4166615903
1583.8932,76.21269989,0.4185367227
1584.0456,76.034454346,0.418153435
1584.198,75.849632263,0.4182313085
1584.3504,75.684921265,0.4149858952
1584.5028,75.563163757,0.4084660709
1584.6552,75.498939514,0.4052974582
1584.8076,75.497657776,0.4020492733
1584.96,75.555152893,0.39884004
1585.1124,75.660827637,0.3966061473
1585.2648,75.801498413,0.3963682652
1585.4172,75.963226318,0.3966547549
1585.5696,76.128341675,0.3992625177
1585.722,76.271606445,0.4008751512
1585.8744,76.364570618,0.4033960998
1586.0268,76.384246826,0.4063645005
1586.1792,76.319648743,0.4078125358
1586.3316,76.17742157,0.4087258279
1586.484,75.982711792,0.4102901518
1586.6364,75.769943237,0.4098562002
1586.7888,75.570869446,0.4082760811
1586.9412,75.409606934,0.4080912173
1587.0936,75.309387207,0.40817523
1587.246,75.299560547,0.4072308838
1587.3984,75.412254333,0.404717505
1587.5508,75.673072815,0.4015762806
1587.7032,76.088562012,0.3999236226
1587.8556,76.638717651,0.3994672298
1588.008,77.283973694,0.4010121822
1588.1604,77.978683472,0.4050790966
1588.3128,78.678825378,0.4110104144
1588.4652,79.343635559,0.4151125848
1588.6176,79.934379578,0.4184138775
1588.77,80.414520264,0.4214712381
1588.9224,80.751449585,0.4246220291
1589.0748,80.920127869,0.4282540083
1589.2272,80.913299561,0.4290179312
1589.3796,80.750411987,0.4292298853
1589.532,80.469078064,0.4295515418
1589.6844,80.109550476,0.4300519228
1589.8368,79.709327698,0.4295930564
1589.9892,79.302192688,0.4276508987
1590.1416,78.917411804,0.4272164702
1590.294,78.577705383,0.4272856116
1590.4464,78.297073364,0.4265835583
1590.5988,78.083358765,0.4225527048
1590.7512,77.940666199,0.4151715338
1590.9036,77.861434937,0.4100214243
1591.056,77.824943542,0.4074763358
1591.2084,77.807106018,0.4063193202
1591.3608,77.787765503,0.4074979424
1591.5132,77.7552948,0.4079210162
1591.6656,77.704956055,0.4081518352
1591.818,77.634231567,0.409602195
1591.9704,77.543830872,0.4126171768
1592.1228,77.435760498,0.4140419364
1592.2752,77.305671692,0.4134638906
1592.4276,77.14919281,0.4115465581
1592.58,76.972229004,0.4061481059
1592.7324,76.788314819,0.3983911872
1592.8848,76.611495972,0.393884927
1593.0372,76.449737549,0.3939475417
1593.1896,76.306549072,0.3968362212
1593.342,76.187904358,0.4014701843
1593.4944,76.101669312,0.4040625393
1593.6468,76.056182861,0.4046588242
1593.7992,76.065109253,0.4038796723
1593.9516,76.143928528,0.4021574557
1594.104,76.299133301,0.3994989991
1594.2564,76.524726868,0.3964814842
1594.4088,76.806427002,0.3932903111
1594.5612,77.128768921,0.3896900117
1594.7136,77.476425171,0.3865787089
1594.866,77.832443237,0.3855937421
1595.0184,78.181427002,0.386978507
1595.1708,78.511245728,0.3895141184
1595.3232,78.807579041,0.3917751312
1595.4756,79.050643921,0.3920193613
1595.628,79.222793579,0.3931197226
1595.7804,79.319404602,0.3978784978
1595.9328,79.349555969,0.4050709903
1596.0852,79.328315735,0.4112181067
1596.2376,79.271858215,0.4137620926
1596.39,79.194641113,0.4132126272
1596.5424,79.104545593,0.4104851484
1596.6948,79.000526428,0.4067569971
1596.8472,78.87853241,0.4029192328
1596.9996,78.742553711,0.4000719488
1597.152,78.604682922,0.398099035
1597.3044,78.471832275,0.3953662813
1597.4568,78.338363647,0.3915223777
1597.6092,78.19002533,0.387136966
1597.7616,78.010383606,0.3850196898
1597.914,77.787200928,0.3860017359
1598.0664,77.518493652,0.3887455165
1598.2188,77.21598053,0.3901058435
1598.3712,76.901176453,0.3901284337
1598.5236,76.592292786,0.3932665586
1598.676,76.294570923,0.3989574313
1598.8284,76.00617218,0.4017609954
1598.9808,75.730018616,0.4016609192
1599.1332,75.479003906,0.4003914893
1599.2856,75.27256012,0.3976311982
1599.438,75.127403259,0.3957180977
1599.5904,75.049003601,0.394867897
1599.7428,75.030006409,0.3968731761
1599.8952,75.055335999,0.4019852281
1600.0476,75.11050415,0.4053436816
1600.2,75.190055847,0.4033972025
1600.3524,75.299575806,0.3961181641
1600.5048,75.446212769,0.3868200779
1600.6572,75.62852478,0.3812387884
1600.8096,75.835716248,0.3820464611
1600.962,76.054283142,0.3858916759
1601.1144,76.276603699,0.387894243
1601.2668,76.501594543,0.3871508241
1601.4192,76.725471497,0.3839760721
1601.5716,76.936904907,0.3800882399
1601.724,77.118690491,0.3782966435
1601.8764,77.24912262,0.3786586821
1602.0288,77.307891846,0.3797786832
1602.1812,77.281929016,0.3807686269
1602.3336,77.165725708,0.3820843697
1602.486,76.960968018,0.3834652603
1602.6384,76.671096802,0.3826465011
1602.7908,76.296951294,0.3799412549
1602.9432,75.844993591,0.3789371848
1603.0956,75.334068298,0.3797609806
1603.248,74.791442871,0.3810593784
1603.4004,74.24647522,0.3827522993
1603.5528,73.725784302,0.3855897188
1603.7052,73.253890991,0.3885278106
1603.8576,72.853279114,0.3900311291
1604.01,72.5365448,0.3913111687
1604.1624,72.306816101,0.3934033811
1604.3148,72.167961121,0.3954507113
1604.4672,72.124839783,0.3967283964
1604.6196,72.176376343,0.3965075016
1604.772,72.312545776,0.3940107822
1604.9244,72.517715454,0.3896778524
1605.0768,72.774291992,0.3861571848
1605.2292,73.059310913,0.3859274089
1605.3816,73.345397949,0.3875038028
1605.534,73.614212036,0.3891020417
1605.6864,73.861183167,0.3902082741
1605.8388,74.08430481,0.3909408152
1605.9912,74.276100159,0.3906617165
1606.1436,74.425819397,0.3893129826
1606.296,74.525688171,0.3874934614
1606.4484,74.572608948,0.3861081302
1606.6008,74.564758301,0.3856008649
1606.7532,74.503646851,0.3853544593
1606.9056,74.396369934,0.3852087557
1607.058,74.248161316,0.3848985136
1607.2104,74.057411194,0.3850309253
1607.3628,73.821205139,0.3859641254
1607.5152,73.54246521,0.3877527118
1607.6676,73.232284546,0.3901972473
1607.82,72.907058716,0.3916970789
1607.9724,72.585006714,0.3910880685
1608.1248,72.286239624,0.3890031874
1608.2772,72.030609131,0.386621058
1608.4296,71.8331604,0.3851242959
1608.582,71.70475769,0.384668678
1608.7344,71.654335022,0.385248214
1608.8868,71.687843323,0.3869539797
1609.0392,71.806739807,0.3887063563
1609.1916,72.005645752,0.3900323212
1609.344,72.268302917,0.390876472
1609.4964,72.568191528,0.391602993
1609.6488,72.87663269,0.3932600915
1609.8012,73.17048645,0.3962928355
1609.9536,73.432670593,0.3997356892
1610.106,73.648994446,0.401248157
1610.2584,73.808273315,0.3998504281
1610.4108,73.904396057,0.397320956
1610.5632,73.933067322,0.3954348564
1610.7156,73.890396118,0.3949990273
1610.868,73.782211304,0.3952645361
1611.0204,73.628799438,0.3946766555
1611.1728,73.454101562,0.3938518465
1611.3252,73.27620697,0.3947501183
1611.4776,73.109153748,0.3967783749
1611.63,72.966499329,0.3976221681
1611.7824,72.858879089,0.3983400166
1611.9348,72.79094696,0.399695158
1612.0872,72.766990662,0.3986142874
1612.2396,72.796150208,0.3950648904
1612.392,72.884742737,0.3916263282
1612.5444,73.028549194,0.3890795708
1612.6968,73.216400146,0.3886087537
1612.8492,73.436302185,0.3913048804
1613.0016,73.67868042,0.3952156007
1613.154,73.935928345,0.3982354105
1613.3064,74.201522827,0.3990520537
1613.4588,74.472007751,0.3971805274
1613.6112,74.745018005,0.3944616616
1613.7636,75.013549805,0.3929153085
1613.916,75.267021179,0.3925937712
1614.0684,75.498435974,0.3936270177
1614.2208,75.709541321,0.396043241
1614.3732,75.906600952,0.3979659081
1614.5256,76.09085083,0.3980280161
1614.678,76.258995056,0.3969146907
1614.8304,76.410247803,0.3961111605
1614.9828,76.544921875,0.3969735503
1615.1352,76.660858154,0.3984050155
1615.2876,76.758003235,0.3994753063
1615.44,76.841659546,0.3997671306
1615.5924,76.915718079,0.3984881938
1615.7448,76.974380493,0.396299839
1615.8972,77.006622314,0.3949640095
1616.0496,77.008125305,0.3964602351
1616.202,76.982551575,0.4001536667
1616.3544,76.935371399,0.4034372866
1616.5068,76.873756409,0.4052276909
1616.6592,76.807640076,0.4061778188
1616.8116,76.745437622,0.4067148864
1616.964,76.692024231,0.4062347412
1617.1164,76.654304504,0.405251801
1617.2688,76.647415161,0.404724896
1617.4212,76.691314697,0.4038798213
1617.5736,76.800758362,0.4020341337
1617.726,76.979858398,0.4000555575
1617.8784,77.222335815,0.3989124596
1618.0308,77.514724731,0.398732245
1618.1832,77.842094421,0.3985226154
1618.3356,78.191726685,0.3967047334
1618.488,78.552703857,0.3932916224
1618.6404,78.912399292,0.3896934688
1618.7928,79.251823425,0.3884021342
1618.9452,79.547401428,0.3907703161
1619.0976,79.779159546,0.3945691288
1619.25,79.936676025,0.3965996504
1619.4024,80.019989014,0.3964397609
1619.5548,80.033493042,0.3950435519
1619.7072,79.977424622,0.3927972913
1619.8596,79.848258972,0.3914975524
1620.012,79.644714355,0.3919933736
1620.1644,79.371940613,0.3926027119
1620.3168,79.043441772,0.3919703662
1620.4692,78.677032471,0.3914982378
1620.6216,78.288505554,0.3921861053
1620.774,77.889724731,0.3934606016
1620.9264,77.488304138,0.3952750862
1621.0788,77.092720032,0.394857794
1621.2312,76.719902039,0.3914721012
1621.3836,76.390670776,0.3884078264
1621.536,76.119262695,0.387681663
1621.6884,75.911727905,0.389799118
1621.8408,75.769989014,0.3931335211
1621.9932,75.695198059,0.3957459331
1622.1456,75.686531067,0.3966551423
1622.298,75.739295959,0.3949999809
1622.4504,75.848831177,0.3920902014
1622.6028,76.010704041,0.3899781406
1622.7552,76.215270996,0.3891890049
1622.9076,76.450843811,0.3883494735
1623.06,76.710914612,0.3876577914
1623.2124,76.99118042,0.3881282508
1623.3648,77.282356262,0.3883626759
1623.5172,77.569297791,0.3876040578
1623.6696,77.835266113,0.3865922987
1623.822,78.064605713,0.3863937855
1623.9744,78.240890503,0.3871394098
