DEPT,GR50m_Espaciam
844.4484,98.180725098
844.6008,98.180725098
844.7532,98.180725098
844.9056,98.180725098
845.058,98.180725098
845.2104,98.180725098
845.3628,98.180725098
845.5152,98.180725098
845.6676,98.180725098
845.82,98.180725098
845.9724,98.180725098
846.1248,98.180725098
846.2772,98.180725098
846.4296,98.180725098
846.582,98.180725098
846.7344,98.180725098
846.8868,98.180725098
847.0392,98.180725098
847.1916,98.180725098
847.344,98.180725098
847.4964,98.180725098
847.6488,98.180725098
847.8012,98.180725098
847.9536,98.180725098
848.106,98.180725098
848.2584,98.180725098
848.4108,98.180725098
848.5632,98.180725098
848.7156,98.180725098
848.868,98.180725098
849.0204,98.180725098
849.1728,98.180725098
849.3252,98.180725098
849.4776,98.180725098
849.63,98.180725098
849.7824,98.180725098
849.9348,98.180725098
850.0872,98.180725098
850.2396,98.180725098
850.392,98.180725098
850.5444,98.180725098
850.6968,98.180725098
850.8492,98.180725098
851.0016,98.180725098
851.154,98.180725098
851.3064,98.180725098
851.4588,98.180725098
851.6112,98.180725098
851.7636,98.180725098
851.916,98.180725098
852.0684,98.180725098
852.2208,98.180725098
852.3732,98.180725098
852.5256,98.180725098
852.678,98.180725098
852.8304,98.180725098
852.9828,98.180725098
853.1352,98.180725098
853.2876,98.180725098
853.44,98.180725098
853.5924,98.180725098
853.7448,98.180725098
853.8972,98.180725098
854.0496,98.180725098
854.202,98.180725098
854.3544,98.180725098
854.5068,98.180725098
854.6592,98.180725098
854.8116,98.180725098
854.964,98.180725098
855.1164,98.180725098
855.2688,98.180725098
855.4212,98.180725098
855.5736,98.180725098
855.726,98.180725098
855.8784,98.180725098
856.0308,98.180725098
856.1832,98.180725098
856.3356,98.180725098
856.488,98.180725098
856.6404,98.180725098
856.7928,98.180725098
856.9452,98.180725098
857.0976,98.180725098
857.25,98.180725098
857.4024,98.180725098
857.5548,98.180725098
857.7072,98.180725098
857.8596,98.180725098
858.012,98.180725098
858.1644,98.180725098
858.3168,98.180725098
858.4692,98.180725098
858.6216,98.180725098
858.774,98.180725098
858.9264,98.180725098
859.0788,98.180725098
859.2312,98.180725098
859.3836,98.180725098
859.536,98.180725098
859.6884,98.180725098
859.8408,98.180725098
859.9932,98.180725098
860.1456,98.180725098
860.298,98.180725098
860.4504,98.180725098
860.6028,98.180725098
860.7552,98.180725098
860.9076,98.180725098
861.06,98.180725098
861.2124,98.180725098
861.3648,98.180725098
861.5172,98.180725098
861.6696,98.180725098
861.822,98.180725098
861.9744,98.180725098
862.1268,98.180725098
862.2792,98.180725098
862.4316,98.180725098
862.584,98.180725098
862.7364,98.180725098
862.8888,98.180725098
863.0412,98.180725098
863.1936,98.180725098
863.346,98.180725098
863.4984,98.180725098
863.6508,98.180725098
863.8032,98.180725098
863.9556,98.180725098
864.108,98.180725098
864.2604,98.180725098
864.4128,98.180725098
864.5652,98.180725098
864.7176,98.180725098
864.87,98.180725098
865.0224,98.180725098
865.1748,98.180725098
865.3272,98.180725098
865.4796,98.180725098
865.632,98.180725098
865.7844,98.180725098
865.9368,98.180725098
866.0892,98.180725098
866.2416,98.180725098
866.394,98.180725098
866.5464,98.180725098
866.6988,98.180725098
866.8512,98.180725098
867.0036,98.180725098
867.156,98.180725098
867.3084,98.180725098
867.4608,98.180725098
867.6132,98.180725098
867.7656,98.180725098
867.918,98.180725098
868.0704,98.180725098
868.2228,98.180725098
868.3752,98.180725098
868.5276,98.180725098
868.68,98.180725098
868.8324,98.180725098
868.9848,98.180725098
869.1372,98.180725098
869.2896,98.180725098
869.442,98.180725098
869.5944,98.180725098
869.7468,98.180725098
869.8992,98.180725098
870.0516,98.180725098
870.204,98.180725098
870.3564,98.180725098
870.5088,98.180725098
870.6612,98.180725098
870.8136,98.180725098
870.966,98.180725098
871.1184,98.180725098
871.2708,98.180725098
871.4232,98.180725098
871.5756,98.180725098
871.728,98.180725098
871.8804,98.180725098
872.0328,98.180725098
872.1852,98.180725098
872.3376,98.180725098
872.49,98.180725098
872.6424,98.180725098
872.7948,98.180725098
872.9472,98.180725098
873.0996,98.180725098
873.252,98.180725098
873.4044,98.180725098
873.5568,98.180725098
873.7092,98.180725098
873.8616,98.180725098
874.014,98.180725098
874.1664,98.180725098
874.3188,98.180725098
874.4712,98.180725098
874.6236,98.180725098
874.776,98.180725098
874.9284,98.180725098
875.0808,98.180725098
875.2332,98.180725098
875.3856,98.180725098
875.538,98.180725098
875.6904,98.180725098
875.8428,98.180725098
875.9952,98.180725098
876.1476,98.180725098
876.3,98.180725098
876.4524,98.180725098
876.6048,98.180725098
876.7572,98.180725098
876.9096,98.180725098
877.062,98.180725098
877.2144,98.180725098
877.3668,98.180725098
877.5192,98.180725098
877.6716,98.180725098
877.824,98.180725098
877.9764,98.180725098
878.1288,98.180725098
878.2812,98.180725098
878.4336,98.180725098
878.586,98.180725098
878.7384,98.180725098
878.8908,98.180725098
879.0432,98.180725098
879.1956,98.180725098
879.348,98.180725098
879.5004,98.180725098
879.6528,98.180725098
879.8052,98.180725098
879.9576,98.180725098
880.11,98.180725098
880.2624,98.180725098
880.4148,98.180725098
880.5672,98.180725098
880.7196,98.180725098
880.872,98.180725098
881.0244,98.180725098
881.1768,98.180725098
881.3292,98.180725098
881.4816,98.180725098
881.634,98.180725098
881.7864,98.180725098
881.9388,98.180725098
882.0912,98.180725098
882.2436,98.180725098
882.396,98.180725098
882.5484,98.180725098
882.7008,98.180725098
882.8532,98.180725098
883.0056,98.180725098
883.158,98.180725098
883.3104,98.180725098
883.4628,98.180725098
883.6152,98.180725098
883.7676,98.180725098
883.92,98.180725098
884.0724,98.180725098
884.2248,98.180725098
884.3772,98.180725098
884.5296,98.180725098
884.682,98.180725098
884.8344,98.180725098
884.9868,98.180725098
885.1392,98.180725098
885.2916,98.180725098
885.444,98.180725098
885.5964,98.180725098
885.7488,98.180725098
885.9012,98.180725098
886.0536,98.180725098
886.206,98.180725098
886.3584,98.180725098
886.5108,98.180725098
886.6632,98.180725098
886.8156,98.180725098
886.968,98.180725098
887.1204,98.180725098
887.2728,98.180725098
887.4252,98.180725098
887.5776,98.180725098
887.73,98.180725098
887.8824,98.180725098
888.0348,98.180725098
888.1872,98.180725098
888.3396,98.180725098
888.492,98.180725098
888.6444,98.180725098
888.7968,98.180725098
888.9492,98.180725098
889.1016,98.180725098
889.254,98.180725098
889.4064,98.180725098
889.5588,98.180725098
889.7112,98.180725098
889.8636,98.180725098
890.016,98.180725098
890.1684,98.180725098
890.3208,98.180725098
890.4732,98.180725098
890.6256,98.180725098
890.778,98.180725098
890.9304,98.180725098
891.0828,98.180725098
891.2352,98.180725098
891.3876,98.180725098
891.54,98.180725098
891.6924,98.180725098
891.8448,98.180725098
891.9972,98.180725098
892.1496,98.180725098
892.302,98.180725098
892.4544,98.180725098
892.6068,98.180725098
892.7592,98.180725098
892.9116,98.180725098
893.064,98.180725098
893.2164,98.180725098
893.3688,98.180725098
893.5212,98.180725098
893.6736,98.180725098
893.826,98.180725098
893.9784,98.180725098
894.1308,98.180725098
894.2832,98.180725098
894.4356,98.180725098
894.588,98.180725098
894.7404,98.180725098
894.8928,98.180725098
895.0452,98.180725098
895.1976,98.180725098
895.35,98.180725098
895.5024,98.180725098
895.6548,98.180725098
895.8072,98.180725098
895.9596,98.180725098
896.112,98.180725098
896.2644,98.180725098
896.4168,98.180725098
896.5692,98.180725098
896.7216,98.180725098
896.874,98.180725098
897.0264,98.180725098
897.1788,98.180725098
897.3312,98.180725098
897.4836,98.180725098
897.636,98.180725098
897.7884,98.180725098
897.9408,98.180725098
898.0932,98.180725098
898.2456,98.180725098
898.398,98.180725098
898.5504,98.180725098
898.7028,98.180725098
898.8552,98.180725098
899.0076,98.180725098
899.16,98.180725098
899.3124,98.180725098
899.4648,98.180725098
899.6172,98.180725098
899.7696,98.180725098
899.922,98.180725098
900.0744,98.180725098
900.2268,98.180725098
900.3792,98.180725098
900.5316,98.180725098
900.684,98.180725098
900.8364,98.180725098
900.9888,98.180725098
901.1412,98.180725098
901.2936,98.180725098
901.446,98.180725098
901.5984,98.180725098
901.7508,98.180725098
901.9032,98.180725098
902.0556,98.180725098
902.208,98.180725098
902.3604,98.180725098
902.5128,98.180725098
902.6652,98.180725098
902.8176,98.180725098
902.97,98.180725098
903.1224,98.180725098
903.2748,98.180725098
903.4272,98.180725098
903.5796,98.180725098
903.732,98.180725098
903.8844,98.180725098
904.0368,98.180725098
904.1892,98.180725098
904.3416,98.180725098
904.494,98.180725098
904.6464,98.180725098
904.7988,98.180725098
904.9512,98.180725098
905.1036,98.180725098
905.256,98.180725098
905.4084,98.180725098
905.5608,98.180725098
905.7132,98.180725098
905.8656,98.180725098
906.018,98.180725098
906.1704,98.180725098
906.3228,98.180725098
906.4752,98.180725098
906.6276,98.180725098
906.78,98.180725098
906.9324,98.180725098
907.0848,98.180725098
907.2372,98.180725098
907.3896,98.180725098
907.542,98.180725098
907.6944,98.180725098
907.8468,98.180725098
907.9992,98.180725098
908.1516,98.180725098
908.304,98.180725098
908.4564,98.180725098
908.6088,98.180725098
908.7612,98.180725098
908.9136,98.180725098
909.066,98.180725098
909.2184,98.180725098
909.3708,98.180725098
909.5232,98.180725098
909.6756,98.180725098
909.828,98.180725098
909.9804,98.180725098
910.1328,98.180725098
910.2852,98.180725098
910.4376,98.180725098
910.59,98.180725098
910.7424,98.180725098
910.8948,98.180725098
911.0472,98.180725098
911.1996,98.180725098
911.352,98.180725098
911.5044,98.180725098
911.6568,98.180725098
911.8092,98.180725098
911.9616,98.180725098
912.114,98.180725098
912.2664,98.180725098
912.4188,98.180725098
912.5712,98.180725098
912.7236,98.180725098
912.876,98.180725098
913.0284,98.180725098
913.1808,98.180725098
913.3332,98.180725098
913.4856,98.180725098
913.638,98.180725098
913.7904,98.180725098
913.9428,98.180725098
914.0952,98.180725098
914.2476,98.180725098
914.4,98.180725098
914.5524,98.180725098
914.7048,98.180725098
914.8572,98.180725098
915.0096,98.180725098
915.162,98.180725098
915.3144,98.180725098
915.4668,98.180725098
915.6192,98.180725098
915.7716,98.180725098
915.924,98.180725098
916.0764,98.180725098
916.2288,98.180725098
916.3812,98.180725098
916.5336,98.180725098
916.686,98.180725098
916.8384,98.180725098
916.9908,98.180725098
917.1432,98.180725098
917.2956,98.180725098
917.448,98.180725098
917.6004,98.180725098
917.7528,98.180725098
917.9052,98.180725098
918.0576,98.180725098
918.21,98.180725098
918.3624,98.180725098
918.5148,98.180725098
918.6672,98.180725098
918.8196,98.180725098
918.972,98.180725098
919.1244,98.180725098
919.2768,98.180725098
919.4292,98.180725098
919.5816,98.180725098
919.734,98.180725098
919.8864,98.180725098
920.0388,98.180725098
920.1912,98.180725098
920.3436,98.180725098
920.496,98.180725098
920.6484,98.180725098
920.8008,98.180725098
920.9532,98.180725098
921.1056,98.180725098
921.258,98.180725098
921.4104,98.180725098
921.5628,98.180725098
921.7152,98.180725098
921.8676,98.180725098
922.02,98.180725098
922.1724,98.180725098
922.3248,98.180725098
922.4772,98.180725098
922.6296,98.180725098
922.782,98.180725098
922.9344,98.180725098
923.0868,98.180725098
923.2392,98.180725098
923.3916,98.180725098
923.544,98.180725098
923.6964,98.180725098
923.8488,98.180725098
924.0012,98.180725098
924.1536,98.180725098
924.306,98.180725098
924.4584,98.180725098
924.6108,98.180725098
924.7632,98.180725098
924.9156,98.180725098
925.068,98.180725098
925.2204,98.180725098
925.3728,98.180725098
925.5252,98.180725098
925.6776,98.180725098
925.83,98.180725098
925.9824,98.180725098
926.1348,98.180725098
926.2872,98.180725098
926.4396,98.180725098
926.592,98.180725098
926.7444,98.180725098
926.8968,98.180725098
927.0492,98.180725098
927.2016,98.180725098
927.354,98.180725098
927.5064,98.180725098
927.6588,98.180725098
927.8112,98.180725098
927.9636,98.180725098
928.116,98.180725098
928.2684,98.180725098
928.4208,98.180725098
928.5732,98.180725098
928.7256,98.180725098
928.878,98.180725098
929.0304,98.180725098
929.1828,98.180725098
929.3352,98.180725098
929.4876,98.180725098
929.64,98.180725098
929.7924,98.180725098
929.9448,98.180725098
930.0972,98.180725098
930.2496,98.180725098
930.402,98.180725098
930.5544,98.180725098
930.7068,98.180725098
930.8592,98.180725098
931.0116,98.180725098
931.164,98.180725098
931.3164,98.180725098
931.4688,98.180725098
931.6212,98.180725098
931.7736,98.180725098
931.926,98.180725098
932.0784,98.180725098
932.2308,98.180725098
932.3832,98.180725098
932.5356,98.180725098
932.688,98.180725098
932.8404,98.180725098
932.9928,98.180725098
933.1452,98.180725098
933.2976,98.180725098
933.45,98.180725098
933.6024,98.180725098
933.7548,98.180725098
933.9072,98.180725098
934.0596,98.180725098
934.212,98.180725098
934.3644,98.180725098
934.5168,98.180725098
934.6692,98.180725098
934.8216,98.180725098
934.974,98.180725098
935.1264,98.180725098
935.2788,98.180725098
935.4312,98.180725098
935.5836,98.180725098
935.736,98.180725098
935.8884,98.180725098
936.0408,98.180725098
936.1932,98.180725098
936.3456,98.180725098
936.498,98.180725098
936.6504,98.180725098
936.8028,98.180725098
936.9552,98.180725098
937.1076,98.180725098
937.26,98.180725098
937.4124,98.180725098
937.5648,98.180725098
937.7172,98.180725098
937.8696,98.180725098
938.022,98.180725098
938.1744,98.180725098
938.3268,98.180725098
938.4792,98.180725098
938.6316,98.180725098
938.784,98.180725098
938.9364,98.180725098
939.0888,98.180725098
939.2412,98.180725098
939.3936,98.180725098
939.546,98.180725098
939.6984,98.180725098
939.8508,98.180725098
940.0032,98.180725098
940.1556,98.180725098
940.308,98.180725098
940.4604,98.180725098
940.6128,98.180725098
940.7652,98.180725098
940.9176,98.180725098
941.07,98.180725098
941.2224,98.180725098
941.3748,98.180725098
941.5272,98.180725098
941.6796,98.180725098
941.832,98.180725098
941.9844,98.180725098
942.1368,98.180725098
942.2892,98.180725098
942.4416,98.180725098
942.594,98.180725098
942.7464,98.180725098
942.8988,98.180725098
943.0512,98.180725098
943.2036,98.180725098
943.356,98.180725098
943.5084,98.180725098
943.6608,98.180725098
943.8132,98.180725098
943.9656,98.180725098
944.118,98.180725098
944.2704,98.180725098
944.4228,98.180725098
944.5752,98.180725098
944.7276,98.180725098
944.88,98.180725098
945.0324,98.180725098
945.1848,98.180725098
945.3372,98.180725098
945.4896,98.180725098
945.642,98.180725098
945.7944,98.180725098
945.9468,98.180725098
946.0992,98.180725098
946.2516,98.180725098
946.404,98.180725098
946.5564,98.180725098
946.7088,98.180725098
946.8612,98.180725098
947.0136,98.180725098
947.166,98.180725098
947.3184,98.180725098
947.4708,98.180725098
947.6232,98.180725098
947.7756,98.180725098
947.928,98.180725098
948.0804,98.180725098
948.2328,98.180725098
948.3852,98.180725098
948.5376,98.180725098
948.69,98.180725098
948.8424,98.180725098
948.9948,98.180725098
949.1472,98.180725098
949.2996,98.180725098
949.452,98.180725098
949.6044,98.180725098
949.7568,98.180725098
949.9092,101.51280212
950.0616,100.87930298
950.214,101.80819702
950.3664,102.86920166
950.5188,103.17240143
950.6712,102.90769958
950.8236,103.91010284
950.976,103.17639923
951.1284,101.08989716
951.2808,101.49120331
951.4332,102.53530121
951.5856,103.45349884
951.738,103.50050354
951.8904,101.16210175
952.0428,100.14820099
952.1952,102.8812027
952.3476,104.1917038
952.5,99.605102539
952.6524,97.487800598
952.8048,100.73690033
952.9572,100.04440308
953.1096,96.557296753
953.262,97.17199707
953.4144,99.745597839
953.5668,100.10369873
953.7192,98.174499512
953.8716,97.054298401
954.024,100.16940308
954.1764,103.68379974
954.3288,102.76329803
954.4812,100.80249786
954.6336,101.96720123
954.786,102.22689819
954.9384,101.90930176
955.0908,101.60559845
955.2432,97.141899109
955.3956,94.645896912
955.548,97.809898376
955.7004,69.88469696
955.8528,69.960884094
956.0052,70.054512024
956.1576,70.145690918
956.31,70.212593079
956.4624,70.23841095
956.6148,70.203948975
956.7672,70.097015381
956.9196,69.944999695
957.072,69.749397278
957.2244,69.515869141
957.3768,69.246177673
957.5292,68.935035706
957.6816,68.581665039
957.834,68.187004089
957.9864,67.7550354
958.1388,67.325492859
958.2912,67.116470337
958.4436,66.929008484
958.596,66.724533081
958.7484,66.498031616
958.9008,66.244010925
959.0532,65.9635849
959.2056,65.662231445
959.358,-999.25
959.5104,-999.25
959.6628,-999.25
959.8152,-999.25
959.9676,-999.25
960.12,-999.25
960.2724,-999.25
960.4248,-999.25
960.5772,-999.25
960.7296,-999.25
960.882,-999.25
961.0344,-999.25
961.1868,-999.25
961.3392,-999.25
961.4916,-999.25
961.644,-999.25
961.7964,-999.25
961.9488,-999.25
962.1012,-999.25
962.2536,-999.25
962.406,-999.25
962.5584,-999.25
962.7108,-999.25
962.8632,-999.25
963.0156,-999.25
963.168,-999.25
963.3204,-999.25
963.4728,-999.25
963.6252,-999.25
963.7776,-999.25
963.93,-999.25
964.0824,-999.25
964.2348,-999.25
964.3872,-999.25
964.5396,-999.25
964.692,-999.25
964.8444,-999.25
964.9968,-999.25
965.1492,-999.25
965.3016,-999.25
965.454,-999.25
965.6064,-999.25
965.7588,-999.25
965.9112,-999.25
966.0636,-999.25
966.216,-999.25
966.3684,-999.25
966.5208,-999.25
966.6732,-999.25
966.8256,-999.25
966.978,-999.25
967.1304,-999.25
967.2828,-999.25
967.4352,-999.25
967.5876,-999.25
967.74,-999.25
967.8924,-999.25
968.0448,-999.25
968.1972,-999.25
968.3496,-999.25
968.502,-999.25
968.6544,-999.25
968.8068,65.900772095
968.9592,65.648330688
969.1116,65.43422699
969.264,65.267997742
969.4164,65.154953003
969.5688,65.095108032
969.7212,65.081138611
969.8736,65.100631714
970.026,65.131645203
970.1784,65.12046814
970.3308,65.157089233
970.4832,65.2890625
970.6356,65.514167786
970.788,65.817993164
970.9404,66.175369263
971.0928,66.556182861
971.2452,66.936172485
971.3976,67.303894043
971.55,67.657920837
971.7024,67.99659729
971.8548,68.300048828
972.0072,68.540733337
972.1596,68.6978302
972.312,68.764282227
972.4644,68.748519897
972.6168,68.669975281
972.7692,68.548973083
972.9216,68.398788452
973.074,68.227020264
973.2264,68.044456482
973.3788,67.87171936
973.5312,67.735870361
973.6836,67.662666321
973.836,67.670852661
973.9884,67.768295288
974.1408,67.950973511
974.2932,68.206085205
974.4456,68.517959595
974.598,68.871559143
974.7504,69.249992371
974.9028,69.630531311
975.0552,69.984397888
975.2076,70.279159546
975.36,70.483802795
975.5124,70.576660156
975.6648,70.552268982
975.8172,70.42338562
975.9696,70.213775635
976.122,69.946121216
976.2744,69.637016296
976.4268,69.299865723
976.5792,68.951095581
976.7316,68.615364075
976.884,68.321388245
977.0364,68.091415405
977.1888,67.933708191
977.3412,67.838973999
977.4936,67.785499573
977.646,67.753295898
977.7984,67.734077454
977.9508,67.730049133
978.1032,67.743873596
978.2556,67.766822815
978.408,67.778503418
978.5604,67.757080078
978.7128,67.688720703
978.8652,67.574707031
979.0176,67.432136536
979.17,67.281112671
979.3224,67.12877655
979.4748,66.966491699
979.6272,66.781898499
979.7796,66.574813843
979.932,66.362487793
980.0844,66.17137146
980.2368,66.023674011
980.3892,65.925102234
980.5416,65.860992432
980.694,65.808151245
980.8464,65.754623413
980.9988,65.707679749
981.1512,65.68309021
981.3036,65.689598083
981.456,65.722679138
981.6084,65.768211365
981.7608,65.81262207
981.9132,65.853523254
982.0656,65.902778625
982.218,65.980117798
982.3704,66.099853516
982.5228,66.261108398
982.6752,66.451072693
982.8276,66.654304504
982.98,66.859214783
983.1324,67.061256409
983.2848,67.26071167
983.4372,67.458564758
983.5896,67.653594971
983.742,67.83808136
983.8944,67.998382568
984.0468,68.124450684
984.1992,68.216812134
984.3516,68.283126831
984.504,68.328926086
984.6564,68.352531433
984.8088,68.347236633
984.9612,68.301750183
985.1136,68.200553894
985.266,68.033699036
985.4184,67.804473877
985.5708,67.522544861
985.7232,67.194664001
985.8756,66.829109192
986.028,66.446052551
986.1804,66.074584961
986.3328,65.740020752
986.4852,65.461723328
986.6376,65.259056091
986.79,65.149642944
986.9424,65.143112183
987.0948,65.241523743
987.2472,65.442779541
987.3996,65.735794067
987.552,66.092704773
987.7044,66.475448608
987.8568,66.852668762
988.0092,67.206977844
988.1616,67.529373169
988.314,67.81325531
988.4664,68.054740906
988.6188,68.254173279
988.7712,68.413085938
988.9236,68.532699585
989.076,68.619476318
989.2284,68.688011169
989.3808,68.754936218
989.5332,68.832130432
989.6856,68.924827576
989.838,69.032218933
989.9904,69.148597717
990.1428,69.266578674
990.2952,69.3829422
990.4476,69.502281189
990.6,69.632644653
990.7524,69.77746582
990.9048,69.932273865
991.0572,70.085899353
991.2096,70.225769043
991.362,70.344299316
991.5144,70.438461304
991.6668,70.504325867
991.8192,70.53578949
991.9716,70.527946472
992.124,70.479415894
992.2764,70.392807007
992.4288,70.275093079
992.5812,70.13709259
992.7336,69.989257812
992.886,69.838874817
993.0384,69.694824219
993.1908,69.571250916
993.3432,69.480522156
993.4956,69.423660278
993.648,69.390136719
993.8004,69.364730835
993.9528,69.333435059
994.1052,69.287521362
994.2576,69.225883484
994.41,69.150047302
994.5624,69.055282593
994.7148,68.931213379
994.8672,68.772323608
995.0196,68.585083008
995.172,68.385498047
995.3244,68.192573547
995.4768,68.02318573
995.6292,67.888473511
995.7816,67.792991638
995.934,67.740402222
996.0864,67.738960266
996.2388,67.796676636
996.3912,67.912658691
996.5436,68.07598877
996.696,68.271179199
996.8484,68.483207703
997.0008,68.699333191
997.1532,68.908546448
997.3056,69.100105286
997.458,69.260978699
997.6104,69.376205444
997.7628,69.435691833
997.9152,69.440345764
998.0676,69.399612427
998.22,69.324432373
998.3724,69.221557617
998.5248,69.091049194
998.6772,68.931251526
998.8296,68.747573853
998.982,68.553619385
999.1344,68.363960266
999.2868,68.184967041
999.4392,68.011688232
999.5916,67.834854126
999.744,67.648880005
999.8964,67.45614624
1000.0488,67.269378662
1000.2012,67.102348328
1000.3536,66.954811096
1000.506,66.814247131
1000.6584,66.671485901
1000.8108,66.530265808
1000.9632,66.403038025
1001.1156,66.300834656
1001.268,66.228485107
1001.4204,66.183876038
1001.5728,66.158004761
1001.7252,66.143730164
1001.8776,66.147621155
1002.03,66.185813904
1002.1824,66.266777039
1002.3348,66.384147644
1002.4872,66.525794983
1002.6396,66.683418274
1002.792,66.854751587
1002.9444,67.041542053
1003.0968,67.245063782
1003.2492,67.460792542
1003.4016,67.676170349
1003.554,67.876754761
1003.7064,68.056747437
1003.8588,68.221412659
1004.0112,68.380271912
1004.1636,68.53969574
1004.316,68.699081421
1004.4684,68.852790833
1004.6208,68.997306824
1004.7732,69.137039185
1004.9256,69.281669617
1005.078,69.435218811
1005.2304,69.590530396
1005.3828,69.735221863
1005.5352,69.85786438
1005.6876,69.951049805
1005.84,70.013397217
1005.9924,70.049377441
1006.1448,70.06615448
1006.2972,70.067314148
1006.4496,70.051696777
1006.602,70.022575378
1006.7544,69.992660522
1006.9068,69.978157043
1007.0592,69.994033813
1007.2116,70.0520401
1007.364,70.156425476
1007.5164,70.300979614
1007.6688,70.4715271
1007.8212,70.652191162
1007.9736,70.831695557
1008.126,71.003173828
1008.2784,71.157752991
1008.4308,71.281364441
1008.5832,71.354728699
1008.7356,71.357040405
1008.888,71.276756287
1009.0404,71.116844177
1009.1928,70.887908936
1009.3452,70.601135254
1009.4976,70.263885498
1009.65,69.879524231
1009.8024,69.455665588
1009.9548,69.00819397
1010.1072,68.55947113
1010.2596,68.134811401
1010.412,67.752296448
1010.5644,67.419342041
1010.7168,67.14352417
1010.8692,66.93989563
1011.0216,66.826255798
1011.174,66.812797546
1011.3264,66.894882202
1011.4788,67.057502747
1011.6312,67.280693054
1011.7836,67.543632507
1011.936,67.835739136
1012.0884,68.158477783
1012.2408,68.507743835
1012.3932,68.859558105
1012.5456,69.178688049
1012.698,69.441131592
1012.8504,69.644485474
1013.0028,69.799468994
1013.1552,69.922363281
1013.3076,70.028915405
1013.46,70.119232178
1013.6124,70.174636841
1013.7648,70.179794312
1013.9172,70.14528656
1014.0696,70.10269928
1014.222,70.078926086
1014.3744,70.07951355
1014.5268,70.094612122
1014.6792,70.110031128
1014.8316,70.11390686
1014.984,70.106994629
1015.1364,70.106330872
1015.2888,70.127716064
1015.4412,70.166221619
1015.5936,70.200683594
1015.746,70.212150574
1015.8984,70.193946838
1016.0508,70.14717865
1016.2032,70.07371521
1016.3556,69.97808075
1016.508,69.864761353
1016.6604,69.72480011
1016.8128,69.550285339
1016.9652,69.34740448
1017.1176,69.127235413
1017.27,68.894821167
1017.4224,68.652587891
1017.5748,68.406867981
1017.7272,68.163139343
1017.8796,67.911056519
1018.032,67.627380371
1018.1844,67.313591003
1018.3368,66.973876953
1018.4892,66.604850769
1018.6416,66.206039429
1018.794,65.785217285
1018.9464,65.34929657
1019.0988,64.897209167
1019.2512,64.43019104
1019.4036,63.972267151
1019.556,63.56804657
1019.7084,63.237941742
1019.8608,62.995246887
1020.0132,62.854976654
1020.1656,62.830249786
1020.318,62.929496765
1020.4704,63.162151337
1020.6228,63.546260834
1020.7752,64.100502014
1020.9276,64.82194519
1021.08,65.679656982
1021.2324,66.642082214
1021.3848,67.683166504
1021.5372,68.776176453
1021.6896,69.890777588
1021.842,70.997810364
1021.9944,72.067558289
1022.1468,73.061943054
1022.2992,73.939559937
1022.4516,74.674354553
1022.604,75.264579773
1022.7564,75.719543457
1022.9088,76.046157837
1023.0612,76.25302124
1023.2136,76.350708008
1023.366,76.347816467
1023.5184,76.253898621
1023.6708,76.084564209
1023.8232,75.859199524
1023.9756,75.591674805
1024.128,75.289260864
1024.2804,74.962059021
1024.4328,74.624465942
1024.5852,74.288101196
1024.7376,73.964302063
1024.89,73.665840149
1025.0424,73.4036026
1025.1948,73.183143616
1025.3472,73.005912781
1025.4996,72.87638092
1025.652,72.796981812
1025.8044,72.757507324
1025.9568,72.741905212
1026.1092,72.739212036
1026.2616,72.74181366
1026.414,72.743431091
1026.5664,72.7423172
1026.7188,72.74420929
1026.8712,72.756248474
1027.0236,72.778236389
1027.176,72.809555054
1027.3284,72.860137939
1027.4808,72.944320679
1027.6332,73.070396423
1027.7856,73.241943359
1027.938,73.459327698
1028.0904,73.712142944
1028.2428,73.979866028
1028.3952,74.24446106
1028.5476,74.496452332
1028.7,74.730125427
1028.8524,74.934715271
1029.0048,75.093467712
1029.1572,75.191665649
1029.3096,75.220344543
1029.462,75.18019104
1029.6144,75.08921814
1029.7668,74.974105835
1029.9192,74.855865479
1030.0716,74.748786926
1030.224,74.661682129
1030.3764,74.603393555
1030.5288,74.587638855
1030.6812,74.629699707
1030.8336,74.738761902
1030.986,74.907218933
1031.1384,75.109397888
1031.2908,75.316986084
1031.4432,75.512588501
1031.5956,75.686859131
1031.748,75.831436157
1031.9004,75.937850952
1032.0528,76.000434875
1032.2052,76.015586853
1032.3576,75.982879639
1032.51,75.91444397
1032.6624,75.83316803
1032.8148,75.762878418
1032.9672,75.71837616
1033.1196,75.704597473
1033.272,75.727867126
1033.4244,75.796089172
1033.5768,75.910209656
1033.7292,76.064094543
1033.8816,76.247550964
1034.034,76.447631836
1034.1864,76.65411377
1034.3388,76.855545044
1034.4912,77.035751343
1034.6436,77.182304382
1034.796,77.286613464
1034.9484,77.342300415
1035.1008,77.348983765
1035.2532,77.313056946
1035.4056,77.247253418
1035.558,77.162994385
1035.7104,77.058952332
1035.8628,76.929428101
1036.0152,76.781410217
1036.1676,76.630981445
1036.32,76.490615845
1036.4724,76.363838196
1036.6248,76.245567322
1036.7772,76.128288269
1036.9296,76.00642395
1037.082,75.87815094
1037.2344,75.74936676
1037.3868,75.63217926
1037.5392,75.531463623
1037.6916,75.437797546
1037.844,75.340362549
1037.9964,75.241676331
1038.1488,75.157714844
1038.3012,75.103210449
1038.4536,75.081832886
1038.606,75.093139648
1038.7584,75.138710022
