DEPT,GR50m_Espaciam
390.906,85.423858643
391.0584,85.423858643
391.2108,85.423858643
391.3632,85.423858643
391.5156,85.423858643
391.668,85.423858643
391.8204,85.423858643
391.9728,85.423858643
392.1252,85.423858643
392.2776,85.423858643
392.43,85.423858643
392.5824,85.423858643
392.7348,85.423858643
392.8872,85.423858643
393.0396,85.423858643
393.192,85.423858643
393.3444,85.423858643
393.4968,85.423858643
393.6492,85.423858643
393.8016,85.423858643
393.954,85.423858643
394.1064,85.423858643
394.2588,85.423858643
394.4112,85.423858643
394.5636,85.423858643
394.716,85.423858643
394.8684,85.423858643
395.0208,85.423858643
395.1732,85.423858643
395.3256,85.423858643
395.478,85.423858643
395.6304,85.423858643
395.7828,85.423858643
395.9352,85.423858643
396.0876,85.423858643
396.24,85.423858643
396.3924,85.423858643
396.5448,85.423858643
396.6972,85.423858643
396.8496,85.423858643
397.002,85.423858643
397.1544,85.423858643
397.3068,85.423858643
397.4592,85.423858643
397.6116,85.423858643
397.764,85.423858643
397.9164,85.423858643
398.0688,85.423858643
398.2212,85.423858643
398.3736,85.423858643
398.526,85.423858643
398.6784,85.423858643
398.8308,85.423858643
398.9832,85.423858643
399.1356,85.423858643
399.288,85.423858643
399.4404,85.423858643
399.5928,85.423858643
399.7452,85.423858643
399.8976,85.423858643
400.05,85.423858643
400.2024,85.423858643
400.3548,85.423858643
400.5072,85.423858643
400.6596,85.423858643
400.812,85.423858643
400.9644,85.423858643
401.1168,85.423858643
401.2692,85.423858643
401.4216,85.423858643
401.574,85.423858643
401.7264,85.423858643
401.8788,85.423858643
402.0312,85.423858643
402.1836,85.423858643
402.336,85.423858643
402.4884,85.423858643
402.6408,85.423858643
402.7932,85.423858643
402.9456,85.423858643
403.098,85.423858643
403.2504,85.423858643
403.4028,85.423858643
403.5552,85.423858643
403.7076,85.423858643
403.86,85.423858643
404.0124,85.423858643
404.1648,85.423858643
404.3172,85.423858643
404.4696,85.423858643
404.622,85.423858643
404.7744,85.423858643
404.9268,85.423858643
405.0792,85.423858643
405.2316,85.423858643
405.384,85.423858643
405.5364,85.423858643
405.6888,85.423858643
405.8412,85.423858643
405.9936,85.423858643
406.146,85.423858643
406.2984,85.423858643
406.4508,85.423858643
406.6032,85.423858643
406.7556,85.423858643
406.908,85.423858643
407.0604,85.423858643
407.2128,85.423858643
407.3652,85.423858643
407.5176,85.423858643
407.67,85.423858643
407.8224,85.423858643
407.9748,85.423858643
408.1272,85.423858643
408.2796,85.423858643
408.432,85.423858643
408.5844,85.423858643
408.7368,85.423858643
408.8892,85.423858643
409.0416,85.423858643
409.194,85.423858643
409.3464,85.423858643
409.4988,85.423858643
409.6512,85.423858643
409.8036,85.423858643
409.956,85.423858643
410.1084,85.423858643
410.2608,85.423858643
410.4132,85.423858643
410.5656,85.423858643
410.718,85.423858643
410.8704,85.423858643
411.0228,85.423858643
411.1752,85.423858643
411.3276,85.423858643
411.48,85.423858643
411.6324,85.423858643
411.7848,85.423858643
411.9372,85.423858643
412.0896,85.423858643
412.242,85.423858643
412.3944,85.423858643
412.5468,85.423858643
412.6992,85.423858643
412.8516,85.423858643
413.004,85.423858643
413.1564,85.423858643
413.3088,85.423858643
413.4612,85.423858643
413.6136,85.423858643
413.766,85.423858643
413.9184,85.423858643
414.0708,85.423858643
414.2232,85.423858643
414.3756,85.423858643
414.528,85.423858643
414.6804,85.423858643
414.8328,85.423858643
414.9852,85.423858643
415.1376,85.423858643
415.29,85.423858643
415.4424,85.423858643
415.5948,85.423858643
415.7472,85.423858643
415.8996,85.423858643
416.052,85.423858643
416.2044,85.423858643
416.3568,85.423858643
416.5092,85.423858643
416.6616,85.423858643
416.814,85.423858643
416.9664,85.423858643
417.1188,85.423858643
417.2712,85.423858643
417.4236,85.423858643
417.576,85.423858643
417.7284,85.423858643
417.8808,85.423858643
418.0332,85.423858643
418.1856,85.423858643
418.338,85.423858643
418.4904,85.423858643
418.6428,85.423858643
418.7952,85.423858643
418.9476,85.423858643
419.1,85.423858643
419.2524,85.423858643
419.4048,85.423858643
419.5572,85.423858643
419.7096,85.423858643
419.862,85.423858643
420.0144,85.423858643
420.1668,85.423858643
420.3192,85.423858643
420.4716,85.423858643
420.624,85.423858643
420.7764,85.423858643
420.9288,85.423858643
421.0812,85.423858643
421.2336,85.423858643
421.386,85.423858643
421.5384,85.423858643
421.6908,85.423858643
421.8432,85.423858643
421.9956,85.423858643
422.148,85.423858643
422.3004,85.423858643
422.4528,85.423858643
422.6052,85.423858643
422.7576,85.423858643
422.91,85.423858643
423.0624,85.423858643
423.2148,85.423858643
423.3672,85.423858643
423.5196,85.423858643
423.672,85.423858643
423.8244,85.423858643
423.9768,85.423858643
424.1292,85.423858643
424.2816,85.423858643
424.434,85.423858643
424.5864,85.423858643
424.7388,85.423858643
424.8912,85.423858643
425.0436,85.423858643
425.196,85.423858643
425.3484,85.423858643
425.5008,85.423858643
425.6532,85.423858643
425.8056,85.423858643
425.958,85.423858643
426.1104,85.423858643
426.2628,85.423858643
426.4152,85.423858643
426.5676,85.423858643
426.72,85.423858643
426.8724,85.423858643
427.0248,85.423858643
427.1772,85.423858643
427.3296,85.423858643
427.482,85.423858643
427.6344,85.423858643
427.7868,85.423858643
427.9392,85.423858643
428.0916,85.423858643
428.244,85.423858643
428.3964,85.423858643
428.5488,85.423858643
428.7012,85.423858643
428.8536,85.423858643
429.006,85.423858643
429.1584,85.423858643
429.3108,85.423858643
429.4632,85.423858643
429.6156,85.423858643
429.768,85.423858643
429.9204,85.423858643
430.0728,85.423858643
430.2252,85.423858643
430.3776,85.423858643
430.53,85.423858643
430.6824,85.423858643
430.8348,85.423858643
430.9872,85.423858643
431.1396,85.423858643
431.292,85.423858643
431.4444,85.423858643
431.5968,85.423858643
431.7492,85.423858643
431.9016,85.423858643
432.054,85.423858643
432.2064,85.423858643
432.3588,85.423858643
432.5112,85.423858643
432.6636,85.423858643
432.816,85.423858643
432.9684,85.423858643
433.1208,85.423858643
433.2732,85.423858643
433.4256,85.423858643
433.578,85.423858643
433.7304,85.423858643
433.8828,85.423858643
434.0352,85.423858643
434.1876,85.423858643
434.34,85.423858643
434.4924,85.423858643
434.6448,85.423858643
434.7972,85.423858643
434.9496,85.423858643
435.102,85.423858643
435.2544,85.423858643
435.4068,85.423858643
435.5592,85.423858643
435.7116,85.423858643
435.864,85.423858643
436.0164,85.423858643
436.1688,85.423858643
436.3212,85.423858643
436.4736,85.423858643
436.626,85.423858643
436.7784,85.423858643
436.9308,85.423858643
437.0832,85.423858643
437.2356,85.423858643
437.388,85.423858643
437.5404,85.423858643
437.6928,85.423858643
437.8452,85.423858643
437.9976,85.423858643
438.15,85.423858643
438.3024,85.423858643
438.4548,85.423858643
438.6072,85.423858643
438.7596,85.423858643
438.912,85.423858643
439.0644,85.423858643
439.2168,85.423858643
439.3692,85.423858643
439.5216,85.423858643
439.674,85.423858643
439.8264,85.423858643
439.9788,85.423858643
440.1312,85.423858643
440.2836,85.423858643
440.436,85.423858643
440.5884,85.423858643
440.7408,85.423858643
440.8932,85.423858643
441.0456,85.423858643
441.198,85.423858643
441.3504,85.423858643
441.5028,85.423858643
441.6552,85.423858643
441.8076,85.423858643
441.96,85.423858643
442.1124,85.423858643
442.2648,85.423858643
442.4172,85.423858643
442.5696,85.423858643
442.722,85.423858643
442.8744,85.423858643
443.0268,85.423858643
443.1792,85.423858643
443.3316,85.423858643
443.484,85.423858643
443.6364,85.423858643
443.7888,85.423858643
443.9412,85.423858643
444.0936,85.423858643
444.246,85.423858643
444.3984,85.423858643
444.5508,85.423858643
444.7032,85.423858643
444.8556,85.423858643
445.008,85.423858643
445.1604,85.423858643
445.3128,85.423858643
445.4652,85.423858643
445.6176,85.423858643
445.77,85.423858643
445.9224,85.423858643
446.0748,85.423858643
446.2272,85.423858643
446.3796,85.423858643
